doc_id,type,month.ended,text,month,article
595,main,7/31/2021,Tammy Duckworth on Her Fight to Shield Veterans From Deportation,17,5950
596,main,7/31/2021,"In Forceful Defense of Afghan Withdrawal, Biden Says U.S. Achieved Its Objectives",17,5960
597,main,7/31/2021,Why Haiti Still Despairs After $13 Billion in Foreign Aid,17,5970
598,main,7/31/2021,Chief Guantánamo Prosecutor Retiring Before Sept. 11 Trial Begins,17,5980
599,main,7/31/2021,Taliban Enter Kandahar City and Seize Border Posts,17,5990
600,main,7/31/2021,Biden Administration Shows Little Appetite for Haiti’s Troop Request,17,6000
601,main,7/31/2021,"Biden Warns Putin to Act Against Ransomware Groups, or U.S. Will Strike Back",17,6010
602,main,7/31/2021,Who Paid for That Mansion? A Senator or the Haitian People?,17,6020
603,main,7/31/2021,Dueling Claims to Power. Broken Institutions. How Does Haiti Fix This?,17,6030
604,main,7/31/2021,Third Man With U.S. Ties Has Been Arrested in Haiti Assassination,17,6040
605,main,7/31/2021,Voters Chose Boring Over Bombast. They Got Biden’s Penchant for Pontificating.,17,6050
606,main,7/31/2021,"It’s Situation Normal for U.S. Diplomats in Kabul, Despite Taliban Gains",17,6060
607,main,7/31/2021,Top U.S. General Steps Down in Afghanistan,17,6070
608,main,7/31/2021,"Weighing Haiti Intervention, U.S. Again Faces a Torturous Dilemma",17,6080
609,main,7/31/2021,Evacuations for Afghans Who Helped U.S. Troops Will Begin This Month,17,6090
610,main,7/31/2021,Selling Fruit Where the Taliban Stalk the Streets,17,6100
611,main,7/31/2021,China Criticized the Afghan War. Now It Worries About the Withdrawal.,17,6110
612,main,7/31/2021,"Blast That Killed Chinese Workers in Pakistan Was a Terrorist Attack, Officials Say",17,6120
613,main,7/31/2021,"Danish Siddiqui, Reuters Photojournalist, Is Killed in Afghanistan",17,6130
614,main,7/31/2021,"Back to Militias, the Chaotic Afghan Way of War",17,6140
615,main,7/31/2021,‘They Just Left Us’: Greece Is Accused of Setting Migrants Adrift at Sea,17,6150
616,main,7/31/2021,Guantánamo Prosecutors Ask to Strike Information Gained From Torture,17,6160
617,main,7/31/2021,The Ascension of Ron Klain,17,6170
618,main,7/31/2021,Biden Administration Transfers Its First Detainee From Guantánamo Bay,17,6180
619,main,7/31/2021,The Biden administration is sending Afghan visa applicants to an Army base in Virginia.,17,6190
620,main,7/31/2021,‘I’ll Never Forget You’: Veterans Push to Get Afghan Partners in War to the U.S.,17,6200
621,main,7/31/2021,Canadian Veterans Fill Void to Help Afghans Who Once Worked With Them,17,6210
622,main,7/31/2021,"A Border Reopening, at Least One Way, and Some Travel Tips",17,6220
623,main,7/31/2021,U.S. Strikes Taliban Targets in a Show of Force in Afghanistan,17,6230
624,main,7/31/2021,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change",17,6240
625,main,7/31/2021,"In Louisiana, Vaccine Misinformation Has Public Health Workers Feeling ‘Stuck’",17,6250
626,main,7/31/2021,U.S. General Won’t Commit to Ending Airstrikes on Taliban,17,6260
627,main,7/31/2021,"Afghan Civilian Casualties Soar as U.S. Exits, Monitors Say",17,6270
628,main,7/31/2021,Biden Takes Two Paths to Wind Down Iraq and Afghan Wars,17,6280
629,main,7/31/2021,Ex-Intelligence Analyst Is Sentenced for Leaking to a Reporter,17,6290
630,main,7/31/2021,Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?,17,6300
631,main,7/31/2021,China Offers the Taliban a Warm Welcome While Urging Peace Talks,17,6310
632,main,7/31/2021,At Least 80 Killed as Flash Floods Destroy Village in Afghanistan,17,6320
633,main,7/31/2021,Congress approves a $2.1 billion emergency spending bill for Capitol security and aid for Afghan refugees.,17,6330
634,main,7/31/2021,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them.",17,6340
635,main,7/31/2021,Afghan Visa Applicants Arrive in U.S. After Years of Waiting,17,6350
636,main,7/31/2021,"Ruth Pearl, Mother of Murdered Reporter Daniel Pearl, Dies at 85",17,6360
637,main,7/31/2021,"As Fears Grip Afghanistan, Hundreds of Thousands Flee",17,6370
638,main,7/31/2021,"Body of Reuters Photographer Was Mutilated in Taliban Custody, Officials Say",17,6380
639,main,7/31/2021,Key Afghan City in Danger of Falling to the Taliban,17,6390
640,main,8/31/2021,State Dept. Offers Potential Refugee Status to More Afghans Who Worked With U.S.,18,6400
641,main,8/31/2021,Biden Officials Open to Tightening Law Authorizing War on Terrorist Groups,18,6410
642,main,8/31/2021,U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next,18,6420
643,main,8/31/2021,Debate Over Presidential War Powers Sets Up Test for a Divided G.O.P.,18,6430
644,main,8/31/2021,Taliban Claim Responsibility for Major Attack in Afghan Capital,18,6440
645,main,8/31/2021,"As Taliban Advance, Biden Officials Cling to Hope for Afghan Peace",18,6450
646,main,8/31/2021,Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal,18,6460
647,main,8/31/2021,"Behind the Haiti Assassination, Colombia’s Growing Mercenary Industry",18,6470
648,main,8/31/2021,Taliban Take Second Afghan City in Two Days,18,6480
649,main,8/31/2021,"As Afghan Cities Fall to Taliban, Brutal New Chapter Unfolds",18,6490
650,main,8/31/2021,"As Taliban Capture Cities, U.S. Says Afghan Forces Must Fend for Themselves",18,6500
651,main,8/31/2021,The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground,18,6510
652,main,8/31/2021,"Belarus Leader Lashes Out at the West, a Year After Crushing Protests",18,6520
653,main,8/31/2021,Fear Sets In as Taliban Seize Former Bastions of Resistance,18,6530
654,main,8/31/2021,"On Afghanistan’s Front Line, There Are No Good Choices",18,6540
655,main,8/31/2021,"As U.S. Leaves Afghanistan, History Suggests It May Struggle to Stay Out",18,6550
656,main,8/31/2021,"Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul",18,6560
657,main,8/31/2021,Could the Taliban Take Over Afghanistan? Here’s What We Know.,18,6570
658,main,8/31/2021,"Indonesian Army to End So-Called Virginity Tests, Chief Says",18,6580
659,main,8/31/2021,Taliban Advances in Afghanistan Could Bring Political Peril for Biden,18,6590
660,main,8/31/2021,Afghanistan Collapse Accelerates as the Taliban Capture 3 Vital Cities,18,6600
661,main,8/31/2021,"U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations",18,6610
662,main,8/31/2021,Afghanistan’s Unraveling May Strike Another Blow to U.S. Credibility,18,6620
663,main,8/31/2021,"As the Taliban Advance in Afghanistan, Pressure on Pakistan Grows",18,6630
664,main,8/31/2021,"Fearing Kabul’s Fall, U.S. Officials Implore Afghans to ‘Fight’",18,6640
665,main,8/31/2021,The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?,18,6650
666,main,8/31/2021,Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan,18,6660
667,main,8/31/2021,Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations,18,6670
668,main,8/31/2021,Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance,18,6680
669,main,8/31/2021,"A Week Into Taliban Rule, One City’s Glimpse of What the Future May Hold",18,6690
670,main,8/31/2021,"For Biden, Images of Defeat He Wanted to Avoid",18,6700
671,main,8/31/2021,"In an Overrun Kabul, Many Have No Place to Run",18,6710
672,main,8/31/2021,"In Washington, Recriminations Over Afghanistan Emerge Quickly",18,6720
673,main,8/31/2021,Rushed Evacuation in Kabul Highlights Disconnect in Washington,18,6730
674,main,8/31/2021,Taliban Takeover Could Extinguish U.S. Influence in Kabul,18,6740
675,main,8/31/2021,"After 7 Years of Failing to Fix Afghanistan, Ghani Makes a Hasty Escape",18,6750
676,main,8/31/2021,An Iconic Bridge Sees U.S. Allies Flee Afghanistan as the Soviets Did,18,6760
677,main,8/31/2021,"Biden stands behind Afghan withdrawal, despite ‘hard and messy’ final days.",18,6770
678,main,8/31/2021,Chaos Ensues at Kabul Airport as Americans Abandon Afghanistan,18,6780
679,main,8/31/2021,Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan,18,6790
680,main,8/31/2021,Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal,18,6800
681,main,8/31/2021,Read the Full Transcript of President Biden’s Remarks on Afghanistan,18,6810
682,main,8/31/2021,The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.,18,6820
683,main,8/31/2021,Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?,18,6830
684,main,8/31/2021,"U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief",18,6840
685,main,8/31/2021,"‘We Haven’t Slept, We Haven’t Eaten’: U.S. Afghans Watch the Chaos With Horror",18,6850
686,main,8/31/2021,"Body Parts Found in Landing Gear of Flight From Kabul, Officials Say",18,6860
687,main,8/31/2021,"For Afghan Women, Taliban Stir Fears of Return to a Repressive Past",18,6870
688,main,8/31/2021,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully",18,6880
689,main,8/31/2021,"Intelligence Warned of Afghan Military Collapse, Despite Biden’s Assurances",18,6890
690,main,8/31/2021,"Taliban Promise Peace, but Doubt and Fear Persist",18,6900
691,main,8/31/2021,The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?,18,6910
692,main,8/31/2021,"Who Are the Taliban, and What Do They Want?",18,6920
693,main,8/31/2021,Biden Rattles U.K. With His Afghanistan Policy,18,6930
694,main,8/31/2021,Biden Says Troops May Stay in Kabul Longer to Assist Evacuations,18,6940
695,main,8/31/2021,Collapse and Conquest: The Taliban Strategy That Seized Afghanistan,18,6950
696,main,8/31/2021,"Desperate Afghan Women Wait for U.S. Protection, as Promised",18,6960
697,main,8/31/2021,First Resistance to Taliban Rule Tests Afghanistan’s Uncertain Future,18,6970
698,main,8/31/2021,"Intelligence Agencies Did Not Predict Imminence of Afghan Collapse, Officials Say",18,6980
699,main,8/31/2021,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out",18,6990
700,main,8/31/2021,The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?,18,7000
701,main,8/31/2021,"To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers.",18,7010
702,main,8/31/2021,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees,18,7020
703,main,8/31/2021,A 17-year-old Afghan soccer player died falling from a U.S. evacuation plane.,18,7030
704,main,8/31/2021,"Hunted by the Taliban, U.S.-Allied Afghan Forces Are in Hiding",18,7040
705,main,8/31/2021,"Seeking Global Recognition, Taliban Take a New Approach: Making Nice",18,7050
706,main,8/31/2021,Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.,18,7060
707,main,8/31/2021,"Taliban Quash Protests and Seize Enemies, Tightening Grip on Afghanistan",18,7070
708,main,8/31/2021,Trump’s Deal With the Taliban Draws Fire From His Former Allies,18,7080
709,main,8/31/2021,"With Afghan Collapse, Moscow Takes Charge in Central Asia",18,7090
710,main,8/31/2021,‘Our Goal Is to Keep the Regime on Its Toes’: Inside Belarus’s Underground Opposition,18,7100
711,main,8/31/2021,Biden Defends Afghanistan Evacuation as Thousands Besiege Kabul Airport,18,7110
712,main,8/31/2021,Biden’s Inaccurate Claims in Defending Afghanistan Withdrawal,18,7120
713,main,8/31/2021,"Dr. Gino Strada, Who Brought Health Care to the Desperate, Dies at 73",18,7130
714,main,8/31/2021,"Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan",18,7140
715,main,8/31/2021,"To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan.",18,7150
716,main,8/31/2021,"50 Years After Vietnam, Thousands Flee Another Lost American War",18,7160
717,main,8/31/2021,America’s Afghan War: A Defeat Foretold?,18,7170
718,main,8/31/2021,Biden Ran on Competence and Empathy. Afghanistan Is Testing That.,18,7180
719,main,8/31/2021,Desperation as Afghans Seek to Flee a Country Retaken by the Taliban,18,7190
720,main,8/31/2021,"Donors Send Quake Aid to Haiti, but for How Long?",18,7200
721,main,8/31/2021,Fears Rise About Safety of Afghan Airport as U.S. Warns Americans to Stay Away,18,7210
722,main,8/31/2021,"Miscue After Miscue, U.S. Exit Plan Unravels",18,7220
723,main,8/31/2021,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’,18,7230
724,main,8/31/2021,‘No One Quite Knows What to Say’: A War Easily Ignored Ends With Few Answers,18,7240
725,main,8/31/2021,"As Afghanistan Collapses, a Lament for ‘Repeating the Same Mistakes’",18,7250
726,main,8/31/2021,"As Biden Faces a Political Crisis, His Party Looks On in Alarm",18,7260
727,main,8/31/2021,Chaos Persists at Kabul Airport as Taliban Discuss New Government,18,7270
728,main,8/31/2021,"Deeply Divided, House Democrats Battle Over Priorities and Politics",18,7280
729,main,8/31/2021,"ISIS Poses ‘Acute’ Threat to U.S. Evacuation Efforts in Kabul, Sullivan Says",18,7290
730,main,8/31/2021,Afghan Fiasco Raises Hard Questions for Europe,18,7300
731,main,8/31/2021,Afghan Refugees Find a Harsh and Unfriendly Border in Turkey,18,7310
732,main,8/31/2021,Did the War in Afghanistan Have to Happen?,18,7320
733,main,8/31/2021,Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation,18,7330
734,main,8/31/2021,They Were Protectors in Afghanistan. Now They Need Help.,18,7340
735,main,8/31/2021,"Eager to Shift Narrative, Biden Team Puts Airlift in Historical Context",18,7350
736,main,8/31/2021,How Many People in Afghanistan Need to be Rescued? The Number Remains Elusive.,18,7360
737,main,8/31/2021,"In Southeast Asia, Kamala Harris’s Message: You Can Count on the U.S.",18,7370
738,main,8/31/2021,"Military Ramps Up Evacuations From Kabul, but Bottlenecks Persist",18,7380
739,main,8/31/2021,New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.,18,7390
740,main,8/31/2021,The C.I.A. director visited Kabul for secret talks with the Taliban.,18,7400
741,main,8/31/2021,"Under Taliban Rule, Life in Kabul Transforms Once Again",18,7410
742,main,8/31/2021,2 U.S. Representatives Try to Explain Unauthorized Visit to Kabul,18,7420
743,main,8/31/2021,A Swimmer’s Journey From Afghanistan to Refugee Camps to the Paralympics,18,7430
744,main,8/31/2021,A Taliban spokesman urges women to stay home because fighters haven’t been trained to respect them.,18,7440
745,main,8/31/2021,"Biden Sticks to Afghan Deadline, Resisting Pleas to Extend Evacuation",18,7450
746,main,8/31/2021,Budding Resistance to the Taliban Faces Long Odds,18,7460
747,main,8/31/2021,"Donald Rumsfeld, Architect of War in Afghanistan, Is Laid to Rest",18,7470
748,main,8/31/2021,ISIS Branch Poses Biggest Immediate Terrorist Threat to Evacuation in Kabul,18,7480
749,main,8/31/2021,The Latest G.O.P. Schism: How to Handle Afghan Evacuees,18,7490
750,main,8/31/2021,"A Stranded Interpreter, and the Soldiers Who Would Not Let Go",18,7500
751,main,8/31/2021,"After Decades of War, ISIS and Al Qaeda Can Still Wreak Havoc",18,7510
752,main,8/31/2021,"At Least 250,000 Afghans Who Worked With U.S. Haven’t Been Evacuated, Estimates Say",18,7520
753,main,8/31/2021,Biden’s Meeting With Israeli Leader Delayed After Kabul Attack,18,7530
754,main,8/31/2021,Border Standoff Over Afghan Migrants Highlights E.U. Fears of New Influx,18,7540
755,main,8/31/2021,Kamala Harris Pledges U.S. Help for Afghan Women and Children,18,7550
756,main,8/31/2021,"Relief, and Worry, for Arrivals From Afghanistan",18,7560
757,main,8/31/2021,"Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops",18,7570
758,main,8/31/2021,The Real Winner of the Afghan War? It’s Not Who You Think.,18,7580
759,main,8/31/2021,"U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days",18,7590
760,main,8/31/2021,"A baby born on an evacuation flight is named Reach, after the aircraft’s call sign.",18,7600
761,main,8/31/2021,"After Airport Bombing, an Afghan Family Buries a Father, and Hope",18,7610
762,main,8/31/2021,"After Two Decades of Fighting Taliban, U.S. Is Uneasy Partners With Them",18,7620
763,main,8/31/2021,"Amid Afghan Chaos, a C.I.A. Mission That Will Persist for Years",18,7630
764,main,8/31/2021,"As U.S. Troops Searched Afghans, a Bomber in the Crowd Moved In",18,7640
765,main,8/31/2021,Biden Faces a Tragedy He Pledged to Avoid,18,7650
766,main,8/31/2021,Biden Vows ‘Unshakable Partnership’ With Israel in Meeting With Bennett,18,7660
767,main,8/31/2021,Giant Puppet Ruffles Some Feathers on a Long Walk Through Greece,18,7670
768,main,8/31/2021,He Built a Robot to Prove a Point About Refugees,18,7680
769,main,8/31/2021,He was a baby on 9/11. Now he’s one of the last casualties of America’s longest war.,18,7690
770,main,8/31/2021,U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars,18,7700
771,main,8/31/2021,A Digital Dunkirk: Veterans Online Scramble to Get People Out of Afghanistan,18,7710
772,main,8/31/2021,A Journey Through Kabul on the Day of the Fall,18,7720
773,main,8/31/2021,Afghanistan Collapse and Strikes in Somalia Raise Snags for Drone Warfare Rules,18,7730
774,main,8/31/2021,All in or All Out? Biden Saw No Middle Ground in Afghanistan.,18,7740
775,main,8/31/2021,"Among the Troops Who Died, Two Women on the Front Line",18,7750
776,main,8/31/2021,"Britons, Unfazed by High Covid Rates, Weigh Their ‘Price of Freedom’",18,7760
777,main,8/31/2021,Evacuations From Kabul Wind Down as U.S. Prepares to Pull Last Troops,18,7770
778,main,8/31/2021,From Kabul Airport to a Houston Walmart: ‘Desperate to Get to America’,18,7780
779,main,8/31/2021,What we know about the 13 U.S. service members killed in the Kabul attack.,18,7790
780,main,8/31/2021,‘What Will Happen to Me?’ An Uncertain Future Awaits Afghans Who Fled,18,7800
781,main,8/31/2021,98 Countries Pledge to Accept Afghans After U.S. Military Departs,18,7810
782,main,8/31/2021,American University of Afghanistan students and relatives trying to flee were sent home.,18,7820
783,main,8/31/2021,"As the Taliban Tighten Their Grip, Fears of Retribution Grow",18,7830
784,main,8/31/2021,Biden Receives Bodies of Service Members Killed in Kabul Bombing,18,7840
785,main,8/31/2021,U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears,18,7850
786,main,8/31/2021,‘We Have to Try’: Lawmakers Rush to Assist in Afghanistan Evacuations.,18,7860
787,main,8/31/2021,"Afghan Family Says Errant U.S. Missile Killed 10, Including 7 Children",18,7870
788,main,8/31/2021,Can Afghanistan’s Leading Broadcaster Survive the Taliban?,18,7880
789,main,8/31/2021,How 2 Afghan Paralympians Defied the Odds to Get From Kabul to Tokyo,18,7890
790,main,8/31/2021,"In a final blow of the 20-year war, U.S. envoys close their embassy and exit Kabul.",18,7900
791,main,8/31/2021,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning",18,7910
792,main,8/31/2021,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns",18,7920
793,main,8/31/2021,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart,18,7930
794,main,8/31/2021,What Voters in a California Swing District Say About Afghanistan,18,7940
795,main,8/31/2021,Charges in Bali Bombing Case Are Delayed at Guantánamo,18,7950
796,main,8/31/2021,Stranded in Kabul: A U.S. Resident Runs Out of Options,18,7960
797,main,8/31/2021,The New U.S. Challenge in Afghanistan: Coping With Taliban Rule,18,7970
798,main,8/31/2021,"The Taliban Celebrate Victory, With a Crisis Looming",18,7980
799,main,8/31/2021,Three Guantánamo Detainees Charged in 2002 Bali Bombing,18,7990
800,main,8/31/2021,Transcript of Biden’s Speech on the U.S. Withdrawal From Afghanistan,18,8000
801,main,8/31/2021,"Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout",18,8010
802,main,9/30/2021,"‘Finally, I Am Safe’: U.S. Air Base Becomes Temporary Refuge for Afghans",19,8020
803,main,9/30/2021,Afghanistan Before the Fall,19,8030
804,main,9/30/2021,"After Quick Victory, Taliban Find Governing Is Harder",19,8040
805,main,9/30/2021,Arizona Banned School Mask Mandates. Now Some Kids Are Sick and Parents Are Angry.,19,8050
806,main,9/30/2021,Biden Affirms Support Against ‘Russian Aggression’ in Meeting With Ukraine’s Leader,19,8060
807,main,9/30/2021,Biden Defends Afghan Pullout and Declares an End to Nation-Building,19,8070
808,main,9/30/2021,Biden Plays the Long Game as He Justifies the End of the ‘Forever War’,19,8080
809,main,9/30/2021,"It’s Election Season in Germany. No Charisma, Please!",19,8090
810,main,9/30/2021,"On Afghanistan, G.O.P. Assails the Pullout It Had Supported Under Trump",19,8100
811,main,9/30/2021,Pentagon Leaders Wary of Working With Taliban,19,8110
812,main,9/30/2021,Pope Criticizes Western Intervention in Afghanistan,19,8120
813,main,9/30/2021,"Shifting to Governing, Taliban Will Name Supreme Afghan Leader",19,8130
814,main,9/30/2021,Will the World Formally Recognize the Taliban?,19,8140
815,main,9/30/2021,"With Afghan Retreat, Biden Bucks Foreign Policy Elite",19,8150
816,main,9/30/2021,"Congress Moves to Increase Pentagon Budget, Defying Biden and Liberals",19,8160
817,main,9/30/2021,How Will the Taliban Govern? A History of Rebel Rule Offers Clues.,19,8170
818,main,9/30/2021,Restoration of Kabul’s Closed Airport Begins as Some Afghan Aid Resumes,19,8180
819,main,9/30/2021,Afghans With Ties to U.S. Who Could Not Get Out Now Live in Fear,19,8190
820,main,9/30/2021,Biden Tours Hurricane Ida Damage in New Orleans,19,8200
821,main,9/30/2021,"Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos",19,8210
822,main,9/30/2021,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms,19,8220
823,main,9/30/2021,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack,19,8230
824,main,9/30/2021,"In Afghan Withdrawal, a Biden Doctrine Surfaces",19,8240
825,main,9/30/2021,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency",19,8250
826,main,9/30/2021,Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance,19,8260
827,main,9/30/2021,Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight,19,8270
828,main,9/30/2021,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,19,8280
829,main,9/30/2021,"The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More",19,8290
830,main,9/30/2021,U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North,19,8300
831,main,9/30/2021,Americans Stretch Across Political Divides to Welcome Afghan Refugees,19,8310
832,main,9/30/2021,"As Afghan Refugee Crisis Unfolds, Survivors Recall ‘Miracle’ Evacuation",19,8320
833,main,9/30/2021,"Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes",19,8330
834,main,9/30/2021,"Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On",19,8340
835,main,9/30/2021,"Calling ‘Code Red’ on Climate, Biden Pushes for Infrastructure Plan",19,8350
836,main,9/30/2021,Charter Flights Delayed as U.S. and Taliban Struggle to Work Together,19,8360
837,main,9/30/2021,"From Afghanistan to the World Cup, Tiny, Wealthy Qatar Steps Up",19,8370
838,main,9/30/2021,She’s Green. She’s Young. And She Wants to Change Germany.,19,8380
839,main,9/30/2021,Taliban Appoint Stalwarts to Top Government Posts,19,8390
840,main,9/30/2021,Veterans Struggle With Issues That Are Often Invisible to Others,19,8400
841,main,9/30/2021,Who Are the Taliban’s New Government Leaders? Here’s What We Know,19,8410
842,main,9/30/2021,Afghans Flee to Pakistan. An Uncertain Future Awaits.,19,8420
843,main,9/30/2021,Aid Workers Staying in Taliban-Ruled Afghanistan Tread a Tricky Path,19,8430
844,main,9/30/2021,"As Taliban Crush Dissent, New Leaders Face Cascading Challenges",19,8440
845,main,9/30/2021,Muslim Americans’ ‘Seismic Change’,19,8450
846,main,9/30/2021,Serving in a Twenty-Year War,19,8460
847,main,9/30/2021,‘Football Is Like Food’: Afghan Female Soccer Players Find a Home in Italy,19,8470
848,main,9/30/2021,First Flight From Kabul Is Hailed as Positive Step Amid Troubling Signs,19,8480
849,main,9/30/2021,‘We Truly Have Lost Everything’: A Journey Out of Kabul the Day It Fell,19,8490
850,main,9/30/2021,5 Takeaways From Canada’s Official Election Debates,19,8500
851,main,9/30/2021,"Biden’s Vaccine Push Aligns Him With a Fed-Up, Vaccinated Majority",19,8510
852,main,9/30/2021,How Students in 12 Countries Are Taught About 9/11,19,8520
853,main,9/30/2021,Iraqi Detainee Reported Suffering Paralysis at Guantánamo,19,8530
854,main,9/30/2021,"NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan",19,8540
855,main,9/30/2021,"Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb",19,8550
856,main,9/30/2021,U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup,19,8560
857,main,9/30/2021,‘Everything Changed Overnight’: Afghan Reporters Face an Intolerant Regime,19,8570
858,main,9/30/2021,"20 Years On, the War on Terror Grinds Along, With No End in Sight",19,8580
859,main,9/30/2021,"At Pro-Taliban Protest, a Symbol of America’s Lost Influence: Faces Obscured by Veils",19,8590
860,main,9/30/2021,Biden and Bush Urge Unity as Nation Remembers Sept. 11,19,8600
861,main,9/30/2021,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed",19,8610
862,main,9/30/2021,Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.,19,8620
863,main,9/30/2021,Quandary at U.N.: Who Speaks for Myanmar and Afghanistan?,19,8630
864,main,9/30/2021,The Photographs of 9/11,19,8640
865,main,9/30/2021,"After the 9/11 Attacks, Boston Found a Focus for Its Anger",19,8650
866,main,9/30/2021,The Legacy of America’s Post-9/11 Turn to Torture,19,8660
867,main,9/30/2021,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant.",19,8670
868,main,9/30/2021,‘We Did Not Inherit a Plan’: Blinken Is Grilled in Congress Over Afghanistan Exit,19,8680
869,main,9/30/2021,"A Million Afghan Children Could Die in ‘Most Perilous Hour,’ U.N. Warns",19,8690
870,main,9/30/2021,Afghan Pilots Who Sought Safety in Uzbekistan Transfer to U.S. Base,19,8700
871,main,9/30/2021,From Taliban Terror to Beach Resort: A Strange Journey for Some Refugees,19,8710
872,main,9/30/2021,Pentagon Defends Deadly Drone Strike in Kabul,19,8720
873,main,9/30/2021,‘Lost Between Borders’: Afghan Women on the Lives They Left Behind,19,8730
874,main,9/30/2021,Barbara Lee’s Long Quest to Curb Presidential War Powers Faces a New Test,19,8740
875,main,9/30/2021,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says",19,8750
876,main,9/30/2021,"Grilled by G.O.P. senators, Blinken defends Biden administration’s Afghanistan exit.",19,8760
877,main,9/30/2021,"As G.O.P. Digs In on Debt Ceiling, Democrats Try Shaming McConnell",19,8770
878,main,9/30/2021,"Basking in Vaccine Success, E.U. Promises to Donate More Covid Shots",19,8780
879,main,9/30/2021,"Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects",19,8790
880,main,9/30/2021,This Is Life in Rural Afghanistan After the Taliban Takeover,19,8800
881,main,9/30/2021,U.K. Cabinet Reshuffle a Blow to Boris Johnson’s Global Ambitions,19,8810
882,main,9/30/2021,"For Some, Afghanistan Outcome Affirms a Warning: Beware the Blob",19,8820
883,main,9/30/2021,"Ida Nudel, ‘Angel’ to Soviet Jews Seeking to Flee, Dies at 90",19,8830
884,main,9/30/2021,"In Submarine Deal With Australia, U.S. Counters China but Enrages France",19,8840
885,main,9/30/2021,Struggle for Control of Afghanistan Comes to K Street,19,8850
886,main,9/30/2021,Thousands of Afghans on American military bases await resettlement.,19,8860
887,main,9/30/2021,"In Panjshir, Few Signs of an Active Resistance, or Any Fight at All",19,8870
888,main,9/30/2021,Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.,19,8880
889,main,9/30/2021,"Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat",19,8890
890,main,9/30/2021,Taliban Seize Women’s Ministry Building for Use by Religious Police,19,8900
