doc_id,type,month-ended,text
659,main,8/31/2021,Taliban Advances in Afghanistan Could Bring Political Peril for Biden
660,main,8/31/2021,Afghanistan Collapse Accelerates as the Taliban Capture 3 Vital Cities
661,main,8/31/2021,"U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations"
662,main,8/31/2021,Afghanistan’s Unraveling May Strike Another Blow to U.S. Credibility
663,main,8/31/2021,"As the Taliban Advance in Afghanistan, Pressure on Pakistan Grows"
664,main,8/31/2021,"Fearing Kabul’s Fall, U.S. Officials Implore Afghans to ‘Fight’"
665,main,8/31/2021,The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?
666,main,8/31/2021,Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan
667,main,8/31/2021,Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations
668,main,8/31/2021,Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance
669,main,8/31/2021,"A Week Into Taliban Rule, One City’s Glimpse of What the Future May Hold"
670,main,8/31/2021,"For Biden, Images of Defeat He Wanted to Avoid"
671,main,8/31/2021,"In an Overrun Kabul, Many Have No Place to Run"
672,main,8/31/2021,"In Washington, Recriminations Over Afghanistan Emerge Quickly"
673,main,8/31/2021,Rushed Evacuation in Kabul Highlights Disconnect in Washington
674,main,8/31/2021,Taliban Takeover Could Extinguish U.S. Influence in Kabul
675,main,8/31/2021,"After 7 Years of Failing to Fix Afghanistan, Ghani Makes a Hasty Escape"
676,main,8/31/2021,An Iconic Bridge Sees U.S. Allies Flee Afghanistan as the Soviets Did
677,main,8/31/2021,"Biden stands behind Afghan withdrawal, despite ‘hard and messy’ final days."
678,main,8/31/2021,Chaos Ensues at Kabul Airport as Americans Abandon Afghanistan
679,main,8/31/2021,Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan
680,main,8/31/2021,Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal
681,main,8/31/2021,Read the Full Transcript of President Biden’s Remarks on Afghanistan
682,main,8/31/2021,The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.
683,main,8/31/2021,Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?
684,main,8/31/2021,"U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief"
685,main,8/31/2021,"‘We Haven’t Slept, We Haven’t Eaten’: U.S. Afghans Watch the Chaos With Horror"
686,main,8/31/2021,"Body Parts Found in Landing Gear of Flight From Kabul, Officials Say"
687,main,8/31/2021,"For Afghan Women, Taliban Stir Fears of Return to a Repressive Past"
688,main,8/31/2021,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully"
689,main,8/31/2021,"Intelligence Warned of Afghan Military Collapse, Despite Biden’s Assurances"
690,main,8/31/2021,"Taliban Promise Peace, but Doubt and Fear Persist"
691,main,8/31/2021,The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?
692,main,8/31/2021,"Who Are the Taliban, and What Do They Want?"
693,main,8/31/2021,Biden Rattles U.K. With His Afghanistan Policy
694,main,8/31/2021,Biden Says Troops May Stay in Kabul Longer to Assist Evacuations
695,main,8/31/2021,Collapse and Conquest: The Taliban Strategy That Seized Afghanistan
696,main,8/31/2021,"Desperate Afghan Women Wait for U.S. Protection, as Promised"
697,main,8/31/2021,First Resistance to Taliban Rule Tests Afghanistan’s Uncertain Future
698,main,8/31/2021,"Intelligence Agencies Did Not Predict Imminence of Afghan Collapse, Officials Say"
699,main,8/31/2021,"Series of U.S. Actions Left Afghan Allies Frantic, Stranded and Eager to Get Out"
700,main,8/31/2021,The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?
701,main,8/31/2021,"To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers."
702,main,8/31/2021,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees
703,main,8/31/2021,A 17-year-old Afghan soccer player died falling from a U.S. evacuation plane.
704,main,8/31/2021,"Hunted by the Taliban, U.S.-Allied Afghan Forces Are in Hiding"
705,main,8/31/2021,"Seeking Global Recognition, Taliban Take a New Approach: Making Nice"
706,main,8/31/2021,Sluggish Visa Process Strands Thousands of Afghans Who Worked for U.S.
707,main,8/31/2021,"Taliban Quash Protests and Seize Enemies, Tightening Grip on Afghanistan"
708,main,8/31/2021,Trump’s Deal With the Taliban Draws Fire From His Former Allies
709,main,8/31/2021,"With Afghan Collapse, Moscow Takes Charge in Central Asia"
710,main,8/31/2021,‘Our Goal Is to Keep the Regime on Its Toes’: Inside Belarus’s Underground Opposition
711,main,8/31/2021,Biden Defends Afghanistan Evacuation as Thousands Besiege Kabul Airport
712,main,8/31/2021,Biden’s Inaccurate Claims in Defending Afghanistan Withdrawal
713,main,8/31/2021,"Dr. Gino Strada, Who Brought Health Care to the Desperate, Dies at 73"
714,main,8/31/2021,"Putin Takes Shot at West, but Says He’ll Work to ‘Normalize’ Afghanistan"
715,main,8/31/2021,"To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan."
716,main,8/31/2021,"50 Years After Vietnam, Thousands Flee Another Lost American War"
717,main,8/31/2021,America’s Afghan War: A Defeat Foretold?
718,main,8/31/2021,Biden Ran on Competence and Empathy. Afghanistan Is Testing That.
719,main,8/31/2021,Desperation as Afghans Seek to Flee a Country Retaken by the Taliban
720,main,8/31/2021,"Donors Send Quake Aid to Haiti, but for How Long?"
721,main,8/31/2021,Fears Rise About Safety of Afghan Airport as U.S. Warns Americans to Stay Away
722,main,8/31/2021,"Miscue After Miscue, U.S. Exit Plan Unravels"
723,main,8/31/2021,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’
724,main,8/31/2021,‘No One Quite Knows What to Say’: A War Easily Ignored Ends With Few Answers
725,main,8/31/2021,"As Afghanistan Collapses, a Lament for ‘Repeating the Same Mistakes’"
726,main,8/31/2021,"As Biden Faces a Political Crisis, His Party Looks On in Alarm"
727,main,8/31/2021,Chaos Persists at Kabul Airport as Taliban Discuss New Government
728,main,8/31/2021,"Deeply Divided, House Democrats Battle Over Priorities and Politics"
729,main,8/31/2021,"ISIS Poses ‘Acute’ Threat to U.S. Evacuation Efforts in Kabul, Sullivan Says"
730,main,8/31/2021,Afghan Fiasco Raises Hard Questions for Europe
731,main,8/31/2021,Afghan Refugees Find a Harsh and Unfriendly Border in Turkey
732,main,8/31/2021,Did the War in Afghanistan Have to Happen?
733,main,8/31/2021,Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation
734,main,8/31/2021,They Were Protectors in Afghanistan. Now They Need Help.
735,main,8/31/2021,"Eager to Shift Narrative, Biden Team Puts Airlift in Historical Context"
736,main,8/31/2021,How Many People in Afghanistan Need to be Rescued? The Number Remains Elusive.
737,main,8/31/2021,"In Southeast Asia, Kamala Harris’s Message: You Can Count on the U.S."
738,main,8/31/2021,"Military Ramps Up Evacuations From Kabul, but Bottlenecks Persist"
739,main,8/31/2021,New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.
740,main,8/31/2021,The C.I.A. director visited Kabul for secret talks with the Taliban.
741,main,8/31/2021,"Under Taliban Rule, Life in Kabul Transforms Once Again"
742,main,8/31/2021,2 U.S. Representatives Try to Explain Unauthorized Visit to Kabul
743,main,8/31/2021,A Swimmer’s Journey From Afghanistan to Refugee Camps to the Paralympics
744,main,8/31/2021,A Taliban spokesman urges women to stay home because fighters haven’t been trained to respect them.
745,main,8/31/2021,"Biden Sticks to Afghan Deadline, Resisting Pleas to Extend Evacuation"
746,main,8/31/2021,Budding Resistance to the Taliban Faces Long Odds
747,main,8/31/2021,"Donald Rumsfeld, Architect of War in Afghanistan, Is Laid to Rest"
748,main,8/31/2021,ISIS Branch Poses Biggest Immediate Terrorist Threat to Evacuation in Kabul
749,main,8/31/2021,The Latest G.O.P. Schism: How to Handle Afghan Evacuees
750,main,8/31/2021,"A Stranded Interpreter, and the Soldiers Who Would Not Let Go"
751,main,8/31/2021,"After Decades of War, ISIS and Al Qaeda Can Still Wreak Havoc"
752,main,8/31/2021,"At Least 250,000 Afghans Who Worked With U.S. Haven’t Been Evacuated, Estimates Say"
753,main,8/31/2021,Biden’s Meeting With Israeli Leader Delayed After Kabul Attack
754,main,8/31/2021,Border Standoff Over Afghan Migrants Highlights E.U. Fears of New Influx
755,main,8/31/2021,Kamala Harris Pledges U.S. Help for Afghan Women and Children
756,main,8/31/2021,"Relief, and Worry, for Arrivals From Afghanistan"
757,main,8/31/2021,"Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops"
758,main,8/31/2021,The Real Winner of the Afghan War? It’s Not Who You Think.
759,main,8/31/2021,"U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days"
760,main,8/31/2021,"A baby born on an evacuation flight is named Reach, after the aircraft’s call sign."
761,main,8/31/2021,"After Airport Bombing, an Afghan Family Buries a Father, and Hope"
762,main,8/31/2021,"After Two Decades of Fighting Taliban, U.S. Is Uneasy Partners With Them"
763,main,8/31/2021,"Amid Afghan Chaos, a C.I.A. Mission That Will Persist for Years"
764,main,8/31/2021,"As U.S. Troops Searched Afghans, a Bomber in the Crowd Moved In"
765,main,8/31/2021,Biden Faces a Tragedy He Pledged to Avoid
766,main,8/31/2021,Biden Vows ‘Unshakable Partnership’ With Israel in Meeting With Bennett
767,main,8/31/2021,Giant Puppet Ruffles Some Feathers on a Long Walk Through Greece
768,main,8/31/2021,He Built a Robot to Prove a Point About Refugees
769,main,8/31/2021,He was a baby on 9/11. Now he’s one of the last casualties of America’s longest war.
770,main,8/31/2021,U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars
771,main,8/31/2021,A Digital Dunkirk: Veterans Online Scramble to Get People Out of Afghanistan
772,main,8/31/2021,A Journey Through Kabul on the Day of the Fall
773,main,8/31/2021,Afghanistan Collapse and Strikes in Somalia Raise Snags for Drone Warfare Rules
774,main,8/31/2021,All in or All Out? Biden Saw No Middle Ground in Afghanistan.
775,main,8/31/2021,"Among the Troops Who Died, Two Women on the Front Line"
776,main,8/31/2021,"Britons, Unfazed by High Covid Rates, Weigh Their ‘Price of Freedom’"
777,main,8/31/2021,Evacuations From Kabul Wind Down as U.S. Prepares to Pull Last Troops
778,main,8/31/2021,From Kabul Airport to a Houston Walmart: ‘Desperate to Get to America’
779,main,8/31/2021,What we know about the 13 U.S. service members killed in the Kabul attack.
780,main,8/31/2021,‘What Will Happen to Me?’ An Uncertain Future Awaits Afghans Who Fled
781,main,8/31/2021,98 Countries Pledge to Accept Afghans After U.S. Military Departs
782,main,8/31/2021,American University of Afghanistan students and relatives trying to flee were sent home.
783,main,8/31/2021,"As the Taliban Tighten Their Grip, Fears of Retribution Grow"
784,main,8/31/2021,Biden Receives Bodies of Service Members Killed in Kabul Bombing
785,main,8/31/2021,U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears
786,main,8/31/2021,‘We Have to Try’: Lawmakers Rush to Assist in Afghanistan Evacuations.
787,main,8/31/2021,"Afghan Family Says Errant U.S. Missile Killed 10, Including 7 Children"
788,main,8/31/2021,Can Afghanistan’s Leading Broadcaster Survive the Taliban?
789,main,8/31/2021,How 2 Afghan Paralympians Defied the Odds to Get From Kabul to Tokyo
790,main,8/31/2021,"In a final blow of the 20-year war, U.S. envoys close their embassy and exit Kabul."
791,main,8/31/2021,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning"
792,main,8/31/2021,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns"
793,main,8/31/2021,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart
794,main,8/31/2021,What Voters in a California Swing District Say About Afghanistan
795,main,8/31/2021,Charges in Bali Bombing Case Are Delayed at Guantánamo
796,main,8/31/2021,Stranded in Kabul: A U.S. Resident Runs Out of Options
797,main,8/31/2021,The New U.S. Challenge in Afghanistan: Coping With Taliban Rule
798,main,8/31/2021,"The Taliban Celebrate Victory, With a Crisis Looming"
799,main,8/31/2021,Three Guantánamo Detainees Charged in 2002 Bali Bombing
800,main,8/31/2021,Transcript of Biden’s Speech on the U.S. Withdrawal From Afghanistan
801,main,8/31/2021,"Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout"
802,main,9/30/2021,"‘Finally, I Am Safe’: U.S. Air Base Becomes Temporary Refuge for Afghans"
803,main,9/30/2021,Afghanistan Before the Fall
804,main,9/30/2021,"After Quick Victory, Taliban Find Governing Is Harder"
805,main,9/30/2021,Arizona Banned School Mask Mandates. Now Some Kids Are Sick and Parents Are Angry.
806,main,9/30/2021,Biden Affirms Support Against ‘Russian Aggression’ in Meeting With Ukraine’s Leader
807,main,9/30/2021,Biden Defends Afghan Pullout and Declares an End to Nation-Building
808,main,9/30/2021,Biden Plays the Long Game as He Justifies the End of the ‘Forever War’
809,main,9/30/2021,"It’s Election Season in Germany. No Charisma, Please!"
810,main,9/30/2021,"On Afghanistan, G.O.P. Assails the Pullout It Had Supported Under Trump"
811,main,9/30/2021,Pentagon Leaders Wary of Working With Taliban
812,main,9/30/2021,Pope Criticizes Western Intervention in Afghanistan
813,main,9/30/2021,"Shifting to Governing, Taliban Will Name Supreme Afghan Leader"
814,main,9/30/2021,Will the World Formally Recognize the Taliban?
815,main,9/30/2021,"With Afghan Retreat, Biden Bucks Foreign Policy Elite"
816,main,9/30/2021,"Congress Moves to Increase Pentagon Budget, Defying Biden and Liberals"
817,main,9/30/2021,How Will the Taliban Govern? A History of Rebel Rule Offers Clues.
818,main,9/30/2021,Restoration of Kabul’s Closed Airport Begins as Some Afghan Aid Resumes
819,main,9/30/2021,Afghans With Ties to U.S. Who Could Not Get Out Now Live in Fear
820,main,9/30/2021,Biden Tours Hurricane Ida Damage in New Orleans
821,main,9/30/2021,"Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos"
822,main,9/30/2021,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms
823,main,9/30/2021,Democrats Hit the Road to Sell Big Spending Bills as Republicans Attack
824,main,9/30/2021,"In Afghan Withdrawal, a Biden Doctrine Surfaces"
825,main,9/30/2021,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency"
826,main,9/30/2021,Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance
827,main,9/30/2021,Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight
828,main,9/30/2021,Military Analysis Raises Questions About Deadly Drone Strike in Kabul
829,main,9/30/2021,"The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More"
830,main,9/30/2021,U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North
831,main,9/30/2021,Americans Stretch Across Political Divides to Welcome Afghan Refugees
832,main,9/30/2021,"As Afghan Refugee Crisis Unfolds, Survivors Recall ‘Miracle’ Evacuation"
833,main,9/30/2021,"Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes"
834,main,9/30/2021,"Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On"
835,main,9/30/2021,"Calling ‘Code Red’ on Climate, Biden Pushes for Infrastructure Plan"
836,main,9/30/2021,Charter Flights Delayed as U.S. and Taliban Struggle to Work Together
837,main,9/30/2021,"From Afghanistan to the World Cup, Tiny, Wealthy Qatar Steps Up"
838,main,9/30/2021,She’s Green. She’s Young. And She Wants to Change Germany.
839,main,9/30/2021,Taliban Appoint Stalwarts to Top Government Posts
840,main,9/30/2021,Veterans Struggle With Issues That Are Often Invisible to Others
841,main,9/30/2021,Who Are the Taliban’s New Government Leaders? Here’s What We Know
842,main,9/30/2021,Afghans Flee to Pakistan. An Uncertain Future Awaits.
843,main,9/30/2021,Aid Workers Staying in Taliban-Ruled Afghanistan Tread a Tricky Path
844,main,9/30/2021,"As Taliban Crush Dissent, New Leaders Face Cascading Challenges"
845,main,9/30/2021,Muslim Americans’ ‘Seismic Change’
846,main,9/30/2021,Serving in a Twenty-Year War
847,main,9/30/2021,‘Football Is Like Food’: Afghan Female Soccer Players Find a Home in Italy
848,main,9/30/2021,First Flight From Kabul Is Hailed as Positive Step Amid Troubling Signs
849,main,9/30/2021,‘We Truly Have Lost Everything’: A Journey Out of Kabul the Day It Fell
850,main,9/30/2021,5 Takeaways From Canada’s Official Election Debates
851,main,9/30/2021,"Biden’s Vaccine Push Aligns Him With a Fed-Up, Vaccinated Majority"
852,main,9/30/2021,How Students in 12 Countries Are Taught About 9/11
853,main,9/30/2021,Iraqi Detainee Reported Suffering Paralysis at Guantánamo
854,main,9/30/2021,"NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan"
855,main,9/30/2021,"Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb"
856,main,9/30/2021,U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup
857,main,9/30/2021,‘Everything Changed Overnight’: Afghan Reporters Face an Intolerant Regime
858,main,9/30/2021,"20 Years On, the War on Terror Grinds Along, With No End in Sight"
859,main,9/30/2021,"At Pro-Taliban Protest, a Symbol of America’s Lost Influence: Faces Obscured by Veils"
860,main,9/30/2021,Biden and Bush Urge Unity as Nation Remembers Sept. 11
861,main,9/30/2021,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed"
862,main,9/30/2021,Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.
863,main,9/30/2021,Quandary at U.N.: Who Speaks for Myanmar and Afghanistan?
864,main,9/30/2021,The Photographs of 9/11
865,main,9/30/2021,"After the 9/11 Attacks, Boston Found a Focus for Its Anger"
866,main,9/30/2021,The Legacy of America’s Post-9/11 Turn to Torture
867,main,9/30/2021,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant."
868,main,9/30/2021,‘We Did Not Inherit a Plan’: Blinken Is Grilled in Congress Over Afghanistan Exit
869,main,9/30/2021,"A Million Afghan Children Could Die in ‘Most Perilous Hour,’ U.N. Warns"
870,main,9/30/2021,Afghan Pilots Who Sought Safety in Uzbekistan Transfer to U.S. Base
871,main,9/30/2021,From Taliban Terror to Beach Resort: A Strange Journey for Some Refugees
872,main,9/30/2021,Pentagon Defends Deadly Drone Strike in Kabul
873,main,9/30/2021,‘Lost Between Borders’: Afghan Women on the Lives They Left Behind
874,main,9/30/2021,Barbara Lee’s Long Quest to Curb Presidential War Powers Faces a New Test
875,main,9/30/2021,"Fears That Trump Might Launch a Strike Prompted General to Reassure China, Book Says"
876,main,9/30/2021,"Grilled by G.O.P. senators, Blinken defends Biden administration’s Afghanistan exit."
877,main,9/30/2021,"As G.O.P. Digs In on Debt Ceiling, Democrats Try Shaming McConnell"
878,main,9/30/2021,"Basking in Vaccine Success, E.U. Promises to Donate More Covid Shots"
879,main,9/30/2021,"Republicans, Wary of Political Fallout, Steer Clear of Rally for Riot Suspects"
880,main,9/30/2021,This Is Life in Rural Afghanistan After the Taliban Takeover
881,main,9/30/2021,U.K. Cabinet Reshuffle a Blow to Boris Johnson’s Global Ambitions
882,main,9/30/2021,"For Some, Afghanistan Outcome Affirms a Warning: Beware the Blob"
883,main,9/30/2021,"Ida Nudel, ‘Angel’ to Soviet Jews Seeking to Flee, Dies at 90"
884,main,9/30/2021,"In Submarine Deal With Australia, U.S. Counters China but Enrages France"
885,main,9/30/2021,Struggle for Control of Afghanistan Comes to K Street
886,main,9/30/2021,Thousands of Afghans on American military bases await resettlement.
887,main,9/30/2021,"In Panjshir, Few Signs of an Active Resistance, or Any Fight at All"
888,main,9/30/2021,Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.
889,main,9/30/2021,"Sidelined on Jan. 6, Walker Has Top Job Securing Capitol Against a Repeat"
890,main,9/30/2021,Taliban Seize Women’s Ministry Building for Use by Religious Police
891,main,9/30/2021,The Sharp U.S. Pivot to Asia Is Throwing Europe Off Balance
892,main,9/30/2021,Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge
893,main,9/30/2021,"First Tied to ISIS, Then to U.S.: Family in Drone Strike Is Tarnished Twice"
894,main,9/30/2021,Submarine Deal Gives Post-Brexit Britain Its Moment on the Global Stage
895,main,9/30/2021,Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity
896,main,9/30/2021,"Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel"
897,main,9/30/2021,A Harsh New Reality for Afghan Women and Girls in Taliban-Run Schools
898,main,9/30/2021,Appeals Panel Overturns Army Judge’s Ruling on Torture
899,main,9/30/2021,Biden to Push Global Plan to Battle Covid as National Gaps Widen
900,main,9/30/2021,"Climate, Covid and Biden’s Challenged Credibility Underline U.N.’s Big Week"
901,main,9/30/2021,"Democrats to Pair Spending Bill With Raising Debt Ceiling, Pressuring G.O.P."
902,main,9/30/2021,"Macron Takes on U.S., a Big Gamble Even for a Bold Risk-Taker"
903,main,9/30/2021,"U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe"
904,main,9/30/2021,"U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends"
905,main,9/30/2021,A Botched Drone Strike in Kabul Started With the Wrong Car
906,main,9/30/2021,"At U.N., Biden Calls for Diplomacy, Not Conflict, but Some Are Skeptical"
907,main,9/30/2021,"Pakistan Laments Cricket Matches Unplayed, and Blames Politics"
908,main,9/30/2021,"Taliban Complete Interim Government, Still Without Women"
909,main,9/30/2021,Biden Declared the War Over. But Wars Go On.
910,main,9/30/2021,Germany’s Far Right Is Nowhere in the Election. But It’s ‘Here to Stay.’
911,main,9/30/2021,House Passes Spending Bill and Debt Limit Increase Over G.O.P. Opposition
912,main,9/30/2021,Afghan Uyghurs Fear Deportation as Taliban Cozy Up to China
913,main,9/30/2021,"Boris Johnson Cuts a Colorful Swath in U.S., but to What End?"
914,main,9/30/2021,House approves $1 billion for the Iron Dome as Democrats feud over Israel.
915,main,9/30/2021,"In Biden’s Foreign Policy, Friends and Foes Claim Echoes of Trump"
916,main,9/30/2021,New Taliban Guidelines Stir Fear About the Future of Press Freedom
917,main,9/30/2021,A Dangerous Scramble to Evacuate Afghan Nonprofit Workers
918,main,9/30/2021,A Nervy Trip to Kabul: How Ukraine Negotiated With the Taliban and Rescued 96 Afghans
919,main,9/30/2021,Biden Condemns Border Patrol Treatment of Haitian Migrants as Expulsions Continue
920,main,9/30/2021,"For India’s Military, a Juggling Act on Two Hostile Fronts"
921,main,9/30/2021,Pakistan Says U.N. Envoy of Old Afghan Government Should Vacate Seat
922,main,9/30/2021,"Rebuking Biden, Iran’s Chief Diplomat Demands More Sanctions Relief"
923,main,9/30/2021,"Freed From Guantánamo, but Still in Limbo 15 Years Later"
924,main,9/30/2021,Intrigue Deepens at U.N. Over Myanmar and Afghanistan
925,main,9/30/2021,"At Afghan Universities, Increasing Fear That Women Will Never Be Allowed Back"
926,main,9/30/2021,Republicans Are Mad at General Milley. Now It’s Their Turn to Grill Him.
927,main,9/30/2021,"Republicans Block Government Funding, Refusing to Lift Debt Limit"
928,main,9/30/2021,Four Jagged Puzzle Pieces and a Few Weeks for Democrats to Assemble Them
929,main,9/30/2021,"Amid Tensions With U.S., Erdogan Praises Ties With Russia"
930,main,9/30/2021,Defense Chief Says He Advised Against Staying in Afghanistan ‘Forever’
931,main,9/30/2021,"Democrats Move to Avert Shutdown, but Divisions Imperil Biden’s Agenda"
932,main,9/30/2021,"In Week of Words, It Often Seemed Like the Divided Nations"
933,main,9/30/2021,Military Officials Say They Urged Biden Against Afghanistan Withdrawal
934,main,9/30/2021,"Reduced to Rubble, an Afghan Village Struggles to Rebuild"
935,main,9/30/2021,"As Need in Afghanistan Grows Dire, Aid Groups Plead for Help"
936,main,9/30/2021,Biden Campaigned as the Anti-Trump. But a Clean Break Is Never Easy.
937,print,3/31/2020,Table Is Set For a Pullout And Talks
938,print,3/31/2020,"Will Truce Lead to Lasting Peace? For Trump, It May Not Matter"
939,print,3/31/2020,Two Weeks With Afghan Prisoners
940,print,3/31/2020,U.S. and Taliban Sign Withdrawal Accord
941,print,3/31/2020,First Stumble on Road To Peace Deal: Release Of Taliban Prisoners
942,print,3/31/2020,A Mission Shift for Afghanistan
943,print,3/31/2020,Why Afghanistan Became an Invisible War
944,print,3/31/2020,"At the Center of the Taliban Deal, a U.S. Envoy Who Made It Personal"
945,print,3/31/2020,U.S. Troop Reduction Begins in Afghanistan
946,print,3/31/2020,"Pursuing Exit, Trump Talks  To a Leader Of the Taliban"
947,print,3/31/2020,E.U. Tries to Tread Line In Greek-Turkish Clash On Admitting Migrants
948,print,3/31/2020,Attacks on Afghans by Taliban Rise After Signing of Peace Deal
949,print,3/31/2020,"U.S.-Taliban Deal May Give Pakistan a Weak, Pliable Neighbor"
950,print,3/31/2020,"International Court Allows Afghanistan War Crimes Case to Proceed, Angering U.S."
951,print,3/31/2020,"Javier Pérez de Cuéllar, U.N. Chief  Behind Vital Peace Pacts, Dies at 100"
952,print,3/31/2020,India’s Treatment of Muslims Threatens Its Global Ambitions
953,print,3/31/2020,Snipers Kill 32 Civilians at Kabul Event Attended by Opposition Leader
954,print,3/31/2020,Ex-Spies Recruited in Push To Attack Liberal Groups
955,print,3/31/2020,"In Greek Shift, Vigilante Teams Target Migrants"
956,print,3/31/2020,"In Greek Shift, Vigilante Teams Target Migrants"
957,print,3/31/2020,U.S. Lawmakers Balk Over Secret Benchmarks Within Taliban Peace Accord
958,print,3/31/2020,Judge Orders Panel Review  Of Detainee Abused by U.S.
959,print,3/31/2020,"Ghani Takes the Oath of Afghan President. His Chief Rival Does, Too."
960,print,3/31/2020,"In a Reversal, Afghanistan’s Leader Agrees to a Phased Release of Taliban Fighters"
961,print,3/31/2020,House Votes to Claw Back Power to Use Force on Iran
962,print,3/31/2020,A Scramble to Slow the Spread of Infection
963,print,3/31/2020,E.U. Offering Migrants Cash to Leave Greece
964,print,3/31/2020,White House Pushes for Return of Americans Being Held Hostage Overseas
965,print,3/31/2020,Promotion Delayed for Colonel Involved in Niger Ambush
966,print,3/31/2020,"Pakistan Builds Border Fence, Limiting Militants and Families Alike"
967,print,3/31/2020,Plan Would Inject $1 Trillion Into Economy  
968,print,3/31/2020,Hunter Given  Prison Term  Of 11 Months In Fraud Case
969,print,3/31/2020,Americans Held in Iran And Lebanon Are Freed
970,print,3/31/2020,U.S. Strengthens Its Warning on Travel
971,print,3/31/2020,Unearthing Women’s Stories in the Face of a Grim Future
972,print,3/31/2020,Taliban Hit Kills 24 Afghans At Police and Army Outpost
973,print,3/31/2020,U.S. Troops’ Afghan Exit Ties Embassy’s Fate to a Fragile Peace Process
974,print,3/31/2020,Pompeo Cuts $1 Billion in Afghan Aid as Bid for Unity Is Rebuffed
975,print,3/31/2020,U.S. Aid Cut May Shove Afghanistan Closer to the Brink
976,print,3/31/2020,"Ex-F.B.I. Agent Who Vanished in Iran Is Probably Dead, U.S. Says"
977,print,3/31/2020,Flowing Across Border  From a Virus Hot Spot
978,print,3/31/2020,U.S. ‘Disaster Diplomacy’ Yields Few Results
979,print,3/31/2020,Taliban Attacks Continue Despite Outbreak Threat
980,print,3/31/2020,Lengthy War In the Sahel Strains France
981,print,3/31/2020,Lengthy War In the Sahel Strains France
982,print,3/31/2020,Congressman  To Deploy With Guard
983,print,3/31/2020,"In Yet Another Crisis, Afghans Waive Rent and Make Masks"
984,print,4/30/2020,"As Numbers Sink In, New Reality Confronts A More Somber Trump"
985,print,4/30/2020,Pelosi Creating Bipartisan Panel to Oversee Trump’s Response to Crisis
986,print,4/30/2020,Pakistani Court Overturns Conviction in 2002 Killing of American Journalist
987,print,4/30/2020,Man Armed With Knife Kills 2 in French Town Under Lockdown
988,print,4/30/2020,"Taliban Pulls Out of Talks as Prisoner Swap Collapses, Imperiling U.S. Deal"
989,print,4/30/2020,Inspector General Pick Casts Doubt on Powers Allowed of Congress
990,print,4/30/2020,"In the Shabby Chic Towers in Kabul’s Heart, History Lives"
