doc_id,date,main,print
409,3/24/2020,"For Afghanistan Already on Brink, U.S. Aid Cut Is a Big Shove",U.S. Aid Cut May Shove Afghanistan Closer to the Brink
410,8/17/2021,"For America, and Afghanistan, the Post-9/11 Era Ends Painfully","Post-9/11 Era Ends Painfully, For America and Afghanistan"
411,3/5/2021,"For Biden, Deliberation and Caution, Maybe Overcaution, on the World Stage",Biden’s Early Steps on the World Stage Are Cautious Ones
412,8/15/2021,"For Biden, Images of Defeat He Wanted to Avoid","For Biden, Images He Wanted to Avoid"
413,6/8/2020,"For Decades, This Radio Station Named the Dead. Few Still Listen.","Naming the Dead,  Even as the Audience  Slowly Dwindles"
414,5/9/2020,"For Flynn, Dropped Charges Are the Latest in a Life Full of Reversals", Surprise Ruling: Latest Reversal In Flynn’s Life
415,1/8/2021,"For Immigrants Watching a Mob Storm the Capitol, a Sense of Shock and Shame",Familiar Fears as Immigrants See ‘Blackest Day for Democracy’
416,9/24/2021,"For India’s Military, a Juggling Act on Two Hostile Fronts","For India’s Military, a Juggling Act on Two Fronts With Hostile Neighbors"
417,11/21/2020,"For Netanyahu and Israel, Trump’s Gifts Kept on Coming","For Netanyahu and Israel, Political Presents From Trump Kept Coming"
418,9/16/2021,"For Some, Afghanistan Outcome Affirms a Warning: Beware the Blob",‘The Blob’ Has a Media Moment After the U.S. Troop Withdrawal
419,10/4/2020,"For Veterans, Bonds Forged in Battle Are Tested by 2020’s Rancor","Bonded by Combat, Veterans Are Driven Apart by Political Rancor"
420,7/20/2020,"For Women in Afghan Security Forces, a Daily Battle","For Afghan Women, Fears That Hard-Won Progress Will Vanish"
421,6/2/2020,Former Commanders Fault Trump’s Use of Troops Against Protesters,Former Commanders Denounce Trump’s Use of Military Forces Against Americans
422,9/28/2021,Four Jagged Puzzle Pieces and a Few Weeks for Democrats to Assemble Them,"For Democrats, a Jigsaw Puzzle and a Ticking Clock"
423,9/26/2021,"Freed From Guantánamo, but Still in Limbo 15 Years Later","Jailed in Cuba, Deported to Albania, Hunted by China"
424,6/6/2020,French Military Says It Killed Top Qaeda Leader in Africa,French Forces Kill a Top Leader of Al Qaeda in Africa
425,3/26/2020,"Fresh From Iran’s Coronavirus Zone, Now Moving Across Afghanistan",Flowing Across Border  From a Virus Hot Spot
426,4/2/2020,"From Afar, Congress Moves to Oversee Trump Coronavirus Response",Pelosi Creating Bipartisan Panel to Oversee Trump’s Response to Crisis
427,9/7/2021,"From Afghanistan to the World Cup, Tiny, Wealthy Qatar Steps Up","In Afghan Exit, Qatar Emerges As Go-Between"
428,8/28/2021,From Kabul Airport to a Houston Walmart: ‘Desperate to Get to America’,"After Car Bomb and Kidnapping, Family Starts a New Life in Texas"
429,5/12/2020,"From Maternity Ward to Cemetery, a Morning of Murder in Afghanistan",Maternity Ward and Cemetery Assaults Kill Dozens in Afghanistan
430,9/13/2021,From Taliban Terror to Beach Resort: A Strange Journey for Some Refugees,"For Afghans in Albania, a Soft Place to Land, but Dread Persists"
431,3/5/2020,"From the Afghan Peace Deal, a Weak and Pliable Neighbor for Pakistan","U.S.-Taliban Deal May Give Pakistan a Weak, Pliable Neighbor"
432,3/19/2020,From Victims to Superwomen: Honoring Female Strength in Afghanistan,Unearthing Women’s Stories in the Face of a Grim Future
433,8/27/2020,G.O.P. Convention Skims Over Trump’s ‘Unfinished Business’ in Foreign Policy,‘Unfinished Business’ In Trump Foreign Policy Gets Skimmed Over
434,4/20/2021,General Warns of Challenges to Tracking Terrorist Threats in Afghanistan After U.S. Exits,"Withdrawal  Will Erode Intelligence, General Says"
435,2/7/2021,"George P. Shultz, Top Cabinet Official Under Nixon and Reagan, Dies at 100","George Shultz, 100, Who Helped End The Cold War, Dies"
436,1/28/2021,German Neo-Nazi Sentenced to Life for Murder of Merkel Ally,German Neo-Nazi Is Sentenced  To Life for Assassinating Backer  Of Merkel’s Policy on Refugees
437,9/15/2020,"Germany to Take In 1,500 Refugees, Easing Burden on Greece After Fires",Germany Takes Refugees From Greece After Fire
438,9/22/2021,Germany’s Far Right Is Nowhere in the Election. But It’s ‘Here to Stay.’,"Germany’s Far Right Has Little Support in Election, but It’s ‘Here to Stay’"
439,3/9/2020,"Ghani Takes the Oath of Afghan President. His Rival Does, Too.","Ghani Takes the Oath of Afghan President. His Chief Rival Does, Too."
440,8/27/2021,Giant Puppet Ruffles Some Feathers on a Long Walk Through Greece,A Giant Refugee Ruffles Some Feathers
441,5/15/2020,"Gil Loescher, 75, Refugees Expert Who Survived Iraq Bombing, Dies","Gil Loescher, 75, a Survivor  Of a Suicide Bombing in Iraq Who Fought for the Refugees"
442,6/12/2020,Graduating West Point Cadets Isolate for Two Weeks Ahead of Trump Speech,Trump to Address Cadets In Uneasy Commencement
443,12/29/2020,"Green Beret Charged in Shooting Spree Was Visiting Family, Prosecutor Says",Green Beret Is Charged In 3 Killings
444,10/22/2020,Grenell Pursued Talks Over Change of Power in Venezuela,Key Trump Ally  Pursued Talks  To Shift Power  In Venezuela
445,9/14/2021,"Grilled by G.O.P. senators, Blinken defends Biden administration’s Afghanistan exit.","Grilled by G.O.P., Blinken Defends Biden’s Afghanistan Exit"
446,5/4/2021,Grim Image of India Prompts Debate Over China’s Swaggering Propaganda,Chinese News Service Mocks India’s Virus Plight
447,7/18/2021,Guantánamo Prosecutors Ask to Strike Information Gained From Torture,"In Reversal, Military Lawyers Ask to Strike Out Material Obtained From Torture"
448,3/6/2020,Gunmen Kill Dozens at Event Attended by Afghan Politicians,Snipers Kill 32 Civilians at Kabul Event Attended by Opposition Leader
449,11/2/2020,"Gunmen Storm Kabul University, Killing at Least 19",Gunmen Kill at Least 19 at University in the Afghan Capital
450,2/19/2021,Harry and Meghan to Give Up Official Royal Family Duties,"1 Year Later,  Royal Split Turns Official For Sussexes"
451,6/6/2020,Has ‘America First’ Become ‘Trump First’? Germans Wonder,Germany Feels Left Out As Trump Shifts Alliance
452,8/27/2021,He Built a Robot to Prove a Point About Refugees,Offering a Résumé and a Robot Built Out of Trash
453,10/14/2020,He Built a Trump Statue and Worshiped It. Then He Collapsed.,Worshipful Fan of Trump  Was Faithful Until Death  
454,9/22/2020,He Killed 2 Marines in 2011. It Almost Derailed Peace Talks This Month.,Hard Choices Over Afghan Killer Cleared the Way for Peace Talks
455,6/25/2021,He Saved 31 People at Sea. Then Got a 142-Year Prison Sentence.,He Saved 31 People at Sea. Then He Got a 142-Year Prison Sentence.
456,11/11/2020,He Sidestepped Pompeo and Got Slapped Down. Now He’s the New Pentagon Chief.,Recent Friction for Pompeo And New Pentagon Chief
457,8/27/2021,He was a baby on 9/11. Now he’s one of the last casualties of America’s longest war.,Marine Barely Older Than War Is Killed Bringing It to an End
458,9/25/2020,Her Study Center Was Bombed. She Still Topped Afghanistan’s National University Exam.,"Bombing Survivor, Afghan Teen Persists in Dream of Education"
459,1/20/2021,Here Are Some of the People Trump Pardoned,"Fund-Raisers, Music Stars And Advisers"
460,9/23/2021,House approves $1 billion for the Iron Dome as Democrats feud over Israel.,House Backs Funding for Israel’s Iron Dome
461,6/29/2021,House Passes Bill to Speed Visas for Afghans Imperiled for Aiding U.S.,U.S. Pushes Bill to Hasten  Visa Process  For Afghans
462,12/8/2020,"House Passes Defense Bill Overwhelmingly, Defying Trump’s Veto Threat",House Passes Bill Allowing New Names for Military Bases
463,9/22/2021,House Passes Spending Bill and Debt Limit Increase Over G.O.P. Opposition,House Passage of Spending and Debt Measure Cues Senate Face-Off
464,3/11/2020,"House Sends Trump Bill to Restrict War Powers on Iran, Setting Up Veto",House Votes to Claw Back Power to Use Force on Iran
465,3/26/2021,House Taps Military Official to Lead Security,1st Black Sergeant-at-Arms In House History Is Named
466,12/29/2020,House Votes to Override Trump’s Veto of Military Bill,House Votes to Override Trump’s Veto of Military Bill
467,8/30/2021,How 2 Afghan Paralympians Defied the Odds to Get From Kabul to Tokyo,How 2 Afghan Athletes Defied Odds to Make It Out of Kabul and to Japan
468,3/13/2021,How a Longstanding Rivalry Spiraled Into 5 Deaths Between 2 Families,Exposé Reignites Feud;  At Least 5 Afghans Die
469,10/27/2020,How an Afghan Political Crisis Derailed Payments to War Victims,Afghan Political Crisis Derails Thousands in Payments to War Victims
470,4/28/2021,How Long Can the Afghan Security Forces Last on Their Own?,"With U.S. Exit, Afghan Forces Face a Reckoning"
471,8/24/2021,How Many People in Afghanistan Need to be Rescued? The Number Remains Elusive.,"Thousands Are Out, But Thousands More Are Waiting for Rescue"
472,7/13/2020,"How Russia Built a Channel to the Taliban, Once an Enemy",Suspicions About Russia’s Outreach to the Taliban Go Back Years
473,1/25/2021,How Space Became the Next ‘Great Power’ Contest Between the U.S. and China,U.S. Counters Space Threat From China
474,9/10/2021,How Students in 12 Countries Are Taught About 9/11,How Teenagers Around the World Are Taught About 9/11
475,4/15/2021,How the G.O.P. Lost Its Clear Voice on Foreign Policy,A Splintered G.O.P. Struggles To Find Unity on Foreign Policy
476,12/28/2020,How the Pandemic Is Imperiling a Working-Class College,Pandemic Puts College Lifeline Beyond Reach
477,5/26/2020,How the Taliban Outlasted a Superpower: Tenacity and Carnage,"After 18 Years of War, Taliban Sense Victory Over a Superpower"
478,4/15/2021,How the U.S. Plans to Fight From Afar After Troops Exit Afghanistan,U.S. Surveys Options to Strike From Afar After Exit From Afghanistan
479,3/12/2020,How the World’s Largest Coronavirus Outbreaks Are Growing,A Scramble to Slow the Spread of Infection
480,9/2/2021,How Will the Taliban Govern? A History of Rebel Rule Offers Clues.,History of Rebel Rule  Offers Clues Into Ways  The Taliban May Govern
481,12/31/2020,Hundreds of Migrants Stranded in Freezing Weather in Bosnia,"Left Stranded, Migrants Shiver in Hostile Bosnia"
482,8/19/2021,"Hunted by the Taliban, U.S.-Allied Afghan Forces Are in Hiding","Afghan Forces on the Run, Hiding and Hunted"
483,3/5/2020,"I.C.C. Allows Afghanistan War Crimes Inquiry to Proceed, Angering U.S.","International Court Allows Afghanistan War Crimes Case to Proceed, Angering U.S."
484,3/3/2021,I.C.C. Will Investigate Accusations of War Crimes in Israeli-Occupied Territories,International Court Is Opening War Crimes Inquiry on Israel and Militants
485,9/16/2021,"Ida Nudel, ‘Angel’ to Soviet Jews Seeking to Flee, Dies at 90","Ida Nudel, ‘Angel’ to Soviet Jews, Dies at 90"
486,7/9/2020,"In a Death, Details of More Russian Murder-for-Hire Plots",Chechen Man Who Shed Light on Russian Contract Killings Is Murdered
487,8/30/2021,"In a final blow of the 20-year war, U.S. envoys close their embassy and exit Kabul.","With Diplomats Gone, U.S. Embassy in Afghanistan Will Stay Shut"
488,12/27/2020,"In a Village of Widows, the Opium Trade Has Taken a Deadly Toll",Village of Widows Scrapes By in Shadow of Afghan Opium Trade
489,1/1/2021,"In Abrupt Reversal of Iran Strategy, Pentagon Orders Aircraft Carrier Home",U.S. Backs Off Naval Strategy Aimed at Iran
490,7/23/2020,"In Afghan Attacks, Facts Are Murky. But It’s Clear Deaths Are Piling Up.","Facts in Afghan Attacks Are Hazy, but It’s Clear Deaths Are Piling Up "
491,9/4/2021,"In Afghan Withdrawal, a Biden Doctrine Surfaces","In the Withdrawal From Afghanistan, a Biden Doctrine Surfaces"
492,2/6/2021,"In Afghanistan, a Booming Kidney Trade Preys on the Poor",‘Everything Has a Value’: Afghanistan’s Kidney Trade Preys on the Poor
493,8/30/2021,"In Afghanistan, an Unceremonious End, and a Shrouded Beginning",A Solemn Pullout In the Last Hours Of a Lost Fight
494,1/28/2021,"In Afghanistan, Follow the White High-Tops and You’ll Find the Taliban","When White Hightops Exude Fear, Not Fashion"
495,8/15/2021,"In an Overrun Kabul, Many Have No Place to Run","In Single Day, Taliban Push Transforms  Life in Kabul"
496,4/7/2021,"In Bid to Boost Its Profile, ISIS Turns to Africa’s Militants",ISIS and African Militants Join In a Marriage of Convenience
497,9/23/2021,"In Biden’s Foreign Policy, Friends and Foes Claim Echoes of Trump",Friends and Foes Alike Hear Echoes of Trump In Biden Foreign Policy
498,7/8/2021,"In Forceful Defense of Afghan Withdrawal, Biden Says U.S. Achieved Its Objectives",Biden Defends  Afghan Pullout  In Blunt Tones
499,10/12/2020,"In Former Taliban Stronghold, Defiant Women Hit the Gym","In a Former Taliban Stronghold, Defiant Women Hit the Gym"
500,5/5/2020,In Harm’s Way: Fighting the Summer Surge,In Harm’s Way
501,9/4/2021,"In Invoking Beau, Biden Broaches a Loss That’s Guided His Presidency","Biden Is Still Mourning a Son, But Some Can’t Bear His Grief"
502,5/13/2020,"In Italy, Some Fear the Virus Is a Get-Out-of-Jail Card for Mafiosi","In Italy, Some Worry Pandemic Is a Get-Out-of-Jail Card for Mobsters"
503,4/9/2020,"In Kabul’s Heart, Soviet Towers Harbor Decades of Tales","In the Shabby Chic Towers in Kabul’s Heart, History Lives"
504,3/21/2021,"In Kabul’s Streets, Dogs Rule the Night",How Packs of Dogs Command Afghan Streets and Rule the Night
505,7/25/2021,"In Louisiana, Vaccine Misinformation Has Public Health Workers Feeling ‘Stuck’",Official Fights To Vaccinate In Louisiana
506,3/8/2021,"In One Afghan District, Peace From 8 A.M. to 5 P.M.","In One Afghan District, Peace From 8 A.M. to 5 P.M."
507,9/17/2021,"In Panjshir, Few Signs of an Active Resistance, or Any Fight at All",Wrestling for Control of Afghanistan’s Holdout Province
508,9/28/2020,"In Proud Corners of Afghanistan, New Calls for Autonomy","In Proud Corners of Afghanistan, New Calls for Autonomy"
509,1/4/2021,"In Reversal, Pentagon Announces Aircraft Carrier Nimitz Will Remain in Middle East","In Reversal, Pentagon Orders Warship to Remain in Middle East"
510,9/11/2021,"In Shanksville, Preserving the Memory of 9/11 and the Wars That Followed","In Shanksville, a Field of Flags for All the Fallen"
511,8/24/2021,"In Southeast Asia, Kamala Harris’s Message: You Can Count on the U.S.","In Southeast Asia, Harris Chides China While Promoting U.S. Credibility"
512,9/16/2021,"In Submarine Deal With Australia, U.S. Counters China but Enrages France",U.S. Defense Pact With Australia Enrages France
513,5/17/2021,"In Taliban-Controlled Areas, Girls Are Fleeing for One Thing: an Education","Fleeing Taliban Areas, All for an Education"
514,1/7/2021,"In Washington Riot, Echoes of Post-Soviet Uprisings",Scene in Washington Recalls Images of Post-Soviet Uprisings
515,8/15/2021,"In Washington, Recriminations Over Afghanistan Emerge Quickly",Afghan Collapse Blows Back on Biden
516,9/29/2021,"In Week of Words, It Often Seemed Like the Divided Nations","At Forum Dedicated to Peace, Speeches That Exalted Ideals And Stoked Old Resentments"
517,1/15/2021,Inaugural Security Is Fortified in D.C. as Military and Police Links Are Eyed in Riot,Officials Scour Evidence for Police or Military Ties in Capitol Attack
518,7/19/2020,India Offers Escape to Afghan Hindus and Sikhs Facing Attacks,India Grants Afghan Hindus and Sikhs  Priority Visas to Escape Barrage of War
519,8/11/2021,"Indonesian Army to End So-Called Virginity Tests, Chief Says",Indonesian Army to End So-Called Virginity Tests
520,2/13/2021,"Inside a Nursing Home After the Vaccine: Joy, Relief and Game Night","Joy, Relief and Bunco: Inside a Nursing Home After the Vaccine"
521,9/3/2021,"Inside the Afghan Evacuation: Rogue Flights, Crowded Tents, Hope and Chaos","Escaping Afghanistan, Refugees Discover Chaos Is Far From Over  "
522,1/14/2021,Inside the Capitol for Impeachment: National Guard in Every Corner,Outrage and Anxiety As the Capitol Comes  Under Armed Guard
523,2/4/2021,"Inside the Shadowy Militias Luring Unsuspecting Afghans to Fight, or Die","Shadowy Force Lures Afghans To Fight, or Die"
524,7/13/2020,"Inside the White House, a Gun Industry Lobbyist Delivers for His Former Patrons",White House Lawyer Delivers For Ex-Patrons in Gun Industry
525,10/5/2020,"Instead of Reassurance, Trump’s Doctor Delivers Confusion, Experts Say",‘Spin Doctor’ Obliged to Carry Out Boss’s Bidding Has Lost Credibility
526,8/18/2021,"Intelligence Agencies Did Not Predict Imminence of Afghan Collapse, Officials Say","Intelligence Agencies Did Not Predict Swift Collapse, Officials Say"
527,8/17/2021,"Intelligence Warned of Afghan Military Collapse, Despite Biden’s Assurances","Contradicting Biden, Reports Warned of Rapid Collapse"
528,9/26/2021,Intrigue Deepens at U.N. Over Myanmar and Afghanistan,Myanmar Envoy Will Forgo Remarks at U.N. Assembly
529,12/12/2020,Iran Executes Dissident Accused of Stoking Protests,Iran Executes A Dissident It Says Fueled Unrest Online
530,4/26/2021,"Iran’s Foreign Minister, in Leaked Tape, Says Revolutionary Guards Set Policies",Iranian Diplomat Says Tehran’s Military Leaders Thwart Diplomacy
531,9/10/2021,Iraqi Detainee Reported Suffering Paralysis at Guantánamo,Detainee’s Reported Paralysis Prompts Guantánamo Judge To Order Emergency Report
532,8/25/2021,ISIS Branch Poses Biggest Immediate Terrorist Threat to Evacuation in Kabul,ISIS Branch Poses Immediate Terror Threat to Mission at Kabul Airport
533,8/22/2021,"ISIS Poses ‘Acute’ Threat to U.S. Evacuation Efforts in Kabul, Sullivan Says",U.S. Sounds Alarm On the ‘Acute’ Threat ISIS Poses in Kabul
534,11/14/2020,It Took a Century to Open a Mosque in Athens. Then Came the Pandemic.,Long-Awaited Mosque Briefly Opens as Restrictions Return
535,9/1/2021,"It’s Election Season in Germany. No Charisma, Please!","In This German Campaign,  Winner So Far Is Boredom"
536,7/12/2021,"It’s Situation Normal for U.S. Diplomats in Kabul, Despite Taliban Gains",U.S. Embassy Operations Proceed in Afghan Capital
537,3/5/2020,Javier Pérez de Cuéllar Dies at 100; U.N. Chief Brokered Peace Pacts,"Javier Pérez de Cuéllar, U.N. Chief  Behind Vital Peace Pacts, Dies at 100"
538,9/19/2021,Jill Biden Is Chasing the President’s Most Elusive Campaign Promise: Unity,First Lady Chases the President’s Most Elusive Campaign Promise: Unity
539,11/14/2020,"Joanna Harcourt-Smith, 74, Dies; Lived a ‘Psychedelic Love Story’",Joanna Harcourt-Smith Dies at 74;  Joined Leary in LSD-Fueled Affair
540,10/24/2020,Joe Biden Had Close Ties With Police Leaders. Will They Help Him Now?,A Frayed Bond Between Biden And the Police
541,9/6/2020,Joe Biden’s China Journey,Biden Journey On China Has A Hard Turn
542,5/11/2020,Joe Biden’s Time in Sarah Palin’s Shadow,Biden’s Lessons  From Odd Days  Of Facing Palin
543,9/5/2020,"John Kelly, at Center of Report on Trump Disparaging U.S. Soldiers, Keeps Silent","Trump’s Ex-Chief of Staff, at Center of Report on President’s Remarks, Keeps Silent"
544,9/6/2021,"Johnson, Inviting Battle, Prepares to Break Vow on Raising Taxes","Johnson, Inviting Battle, Prepares to Break Vow on Not Raising Taxes in Britain"
545,3/8/2020,Judge Orders Medical Panel to Evaluate Tortured Guantánamo Prisoner,Judge Orders Panel Review  Of Detainee Abused by U.S.
546,1/6/2021,Julian Assange Is Denied Bail by U.K. Judge,Assange Bid to Be Released  On Bail Is Denied by Judge  Who Blocked His Extradition
547,8/16/2021,Kabul’s Sudden Fall to Taliban Ends U.S. Era in Afghanistan,"Taliban Capture Kabul, Stunning U.S. as a 20-Year Effort Unravels in Days"
548,8/26/2021,Kamala Harris Pledges U.S. Help for Afghan Women and Children,Harris Promises U.S. Will Work With Allies to Help Afghan Women and Children
549,7/31/2021,Key Afghan City in Danger of Falling to the Taliban,An Afghan Provincial Capital Is in Danger of Falling to the Taliban
550,10/6/2020,Kyrgyzstan in Chaos After Protesters Seize Government Buildings,Protesters in Kyrgyzstan Seize Parliament and Free Prisoners
551,3/14/2020,Lawmakers Delay Promotion of Officer Involved in Deadly Niger Ambush,Promotion Delayed for Colonel Involved in Niger Ambush
552,6/18/2021,Lawmakers Rush to Help Afghans Seeking Visas for Helping the U.S.,American Lawmakers Rush to Provide Visas for Afghans Who Assisted U.S. Forces
553,8/16/2021,Lawmakers Unite in Bipartisan Fury Over Afghanistan Withdrawal,Hectic Departure Draws Criticism of President From Both Sides of Aisle
554,6/9/2021,"Leaning on Journalists and Targeting Sources, for 50 Years","Power of the Press, in the Balance"
555,3/18/2021,Liberals Grow Impatient With Biden’s Foreign Policy Decisions,"Two Months In, Liberals Grow Impatient With Biden’s Foreign Policy Actions"
556,10/23/2020,Libya Cease-Fire Raises Hopes for Full Peace Deal,Libya’s Top Factions Agree to Cease-Fire
557,2/29/2020,Life Inside an Afghan Women’s Prison,Two Weeks With Afghan Prisoners
558,1/26/2021,Lone Wolves Connected Online: A History of Modern White Supremacy,White Supremacists Organized Early Online
559,5/26/2020,Longtime Pentagon Watchdog Stepping Down From Post,Inspector General Whom Trump Pulled From Overseeing Aid Will Leave Office
560,9/20/2021,"Macron Takes on U.S., a Big Gamble Even for a Bold Risk-Taker",Macron Takes a Big Risk By Battling With the U.S.
561,9/12/2020,"Mandela, Gorbachev, Trump? A Disruptive President Plays Peacemaker",Mandela. Dalai Lama. Gorbachev. Now Trump?
562,5/9/2021,McCarthy Officially Backs Stefanik to Replace Cheney in House Leadership,McCarthy Endorses Bid to Replace Cheney
563,10/1/2020,"McMaster, Mostly Silent Until Now, Says Trump Is ‘Aiding and Abetting Putin’s Efforts’","Trump Is ‘Abetting Putin’s Efforts,’ McMaster Says"
564,9/11/2021,Measles Cases Bring Temporary Halt to Afghans’ Arrival in U.S.,Measles Cases Halt Afghan Refugee Flights Into the U.S.
565,1/13/2021,Meet the House G.O.P. Freshmen Emerging as Some of the Party’s Sharpest Critics,Newly Elected Republicans Embody Their Party’s Split In the Aftermath of a Riot
566,9/19/2021,"Merkel’s Children: Living Legacies Called Angela, Angie and Sometimes Merkel",Sea of Angelas Gives Thanks  To Chancellor
567,12/8/2020,Michèle Flournoy Again Finds Her Shot at the Top Pentagon Job Elusive,"A Name Often Floated, but Not Chosen, In Discussions on Leading the Pentagon"
568,8/2/2020,Militants Attack Afghan Prison as Brief Cease-Fire Expires,"At Least 2 Die as ISIS Fighters Wage Gun Battle at Afghan Prison, Freeing Dozens"
569,9/5/2021,Military Analysis Raises Questions About Deadly Drone Strike in Kabul,Military Analysis Raises Questions About Deadly Drone Strike in Kabul
570,9/29/2021,Military Officials Say They Urged Biden Against Afghanistan Withdrawal,Military Advised Biden to Extend Afghan Presence
571,8/24/2021,"Military Ramps Up Evacuations From Kabul, but Bottlenecks Persist",U.S. Military Is Scrambling  To Exit Kabul Within 7 Days
572,6/5/2020,"Milley, America’s Top General, Walks Into a Political Battle","America’s Top General Takes a Walk With Trump, Right Into the Fire"
573,8/21/2021,"Miscue After Miscue, U.S. Exit Plan Unravels","Miscue After Miscue, Exit Plan Unravels"
574,8/4/2020,"More U.S. Troops Will Leave Afghanistan Before the Election, Trump Says",U.S. Withdrawal From Afghanistan Remains on Track
575,7/31/2020,Motorist Who Shot a Protester in Austin Claims Self-Defense,Austin Driver Is Claiming Self-Defense In Shooting
576,8/19/2020,"Much Changed World, Same Joe Biden Seeking to Undo What Trump Has Done",Biden Nominated by Democrats Far and Wide
577,9/8/2021,Muslim Americans’ ‘Seismic Change’,Muslim. American.
578,4/2/2021,"Myanmar’s Bloodshed Reveals a World That Has Changed, and Hasn’t","Bloodshed Reveals a World  That’s Changed, and Hasn’t"
579,9/10/2021,"NATO Chief Backs Biden, Saying Europe Was Consulted on Afghanistan",Head of NATO: U.S. Allies Were Consulted on Pullout
580,4/14/2021,NATO Confirms Its Troop Withdrawal From Afghanistan,"NATO Pledges an ‘Orderly, Coordinated and Deliberate’ Exit by Its Troops"
581,12/22/2020,Navy Warship’s Secret Mission Off West Africa Aims to Help Punish Venezuela,Warship Off Africa Is Part of Push Against Venezuela
582,8/26/2020,Nearly 80 Killed as Flash Floods Ravage City in Afghanistan,Nearly 80 Are Killed as Flash Floods Ravage a City in Afghanistan
583,7/3/2020,New Administration Memo Seeks to Foster Doubts About Suspected Russian Bounties,"Administration Memo Focuses on Gaps, Not Core, of Bounty Intelligence"
584,8/24/2021,New Israeli Leader Backs Hard Line on Iran but Softer Tone With U.S.,Israeli Leader Supports Hard Line on Iranians
585,9/23/2021,New Taliban Guidelines Stir Fear About the Future of Press Freedom,‘Spine-Chilling’ New Rules  For Media in Afghanistan
586,1/15/2021,New Warnings of Violence as Security Tightens for Inauguration,Officials Screening Fliers To Harden Capital’s Shield
587,8/27/2020,New Zealand Gives Christchurch Killer a Record Sentence,‘Your Actions Were Inhuman’: Christchurch Killer Gets Record Sentence
588,1/17/2021,"Nikolai Antoshkin, Who Helped Halt Chernobyl Disaster, Dies at 78","Nikolai Antoshkin, 78, General  Who Led Firefight at Chernobyl"
589,11/12/2020,Nobel Peace Prize: A Growing List of Questionable Choices,Some Peace Prize Picks  Can Be Second-Guessed
590,8/30/2021,"North Korea Restarted Plutonium-Producing Reactor, U.N. Agency Warns","Reactor Active In North Korea, Agency Warns"
591,12/22/2020,Number of Journalists Killed for Their Reporting Doubled in 2020,Number of Journalists Killed  For Reporting Doubled in ’20
592,7/25/2020,Officials Push U.S.-China Relations Toward Point of No Return,Hawks Set China And U.S. on Path To Lasting Divide
593,3/26/2021,Officials Try to Sway Biden Using Intelligence on Potential for Taliban Takeover of Afghanistan,Some Officials Advise Against Afghan Pullout
594,9/1/2021,"On Afghanistan, G.O.P. Assails the Pullout It Had Supported Under Trump",G.O.P. Assails Pullout It Had Supported Under Trump
595,8/9/2021,"On Afghanistan’s Front Line, There Are No Good Choices",Left Stranded and Scared in Fight for Kandahar
596,6/25/2021,On the Front Line: A Night With Afghan Commandos,"To Rattle Taliban in Helmand,  Afghans Rely on an Elite Unit"
597,2/24/2021,"On the Front Lines of Diplomacy, but at the Back of the Line for a Vaccine",U.S. Diplomats Desperate for Vaccines and Dismayed by the Government
598,5/21/2021,"Once in Thrall of ‘the Generals,’ Congress Now Gives the Orders on Military Issues","Congress, Once in Thrall Of ‘the Generals,’ Gives  The Military Orders Now"
599,11/24/2020,Outcry in France After Police Clear Paris Migrant Camp,‘I Was Stunned’: Outcry as Paris Police Dispel Migrant Camp
600,2/25/2021,Pakistan and India Renew Pledge on Cease-Fire at Troubled Border,Pakistan  And India Renew Vow In Cease-Fire
601,3/15/2020,"Pakistan Builds Border Fence, Limiting Militants and Families Alike","Pakistan Builds Border Fence, Limiting Militants and Families Alike"
602,9/21/2021,"Pakistan Laments Cricket Matches Unplayed, and Blames Politics",Pakistan Unhappy as 2 Nations Cancel Visits at Last Minute 
603,9/24/2021,Pakistan Says U.N. Envoy of Old Afghan Government Should Vacate Seat,Who Will Speak for Afghanistan at U.N. Event?
604,4/2/2020,Pakistani Court Overturns Conviction in 2002 Killing of Daniel Pearl,Pakistani Court Overturns Conviction in 2002 Killing of American Journalist
605,9/10/2020,Pandemic Collides With Europe’s Migrant Crisis to Set Off a Calamity in Greece,A Squalid Refugee Camp. A Pandemic. Then Fires Compound the Misery.
606,7/1/2021,"Pandemic Lockdowns Aided Predators Worldwide, Especially Online, U.S. Says","Pandemic Lockdowns Fueled Predators Worldwide, Especially Online, U.S. Says"
607,4/27/2021,"Part Victory Lap, Part Sales Job: Biden to Address Joint Session of Congress",Biden to List Victories And Pitch Objectives
608,3/4/2021,"Passed Over 3 Times, a Black Marine Colonel Is Being Promoted to General","Black Colonel, Denied Promotion 3 Times, Is Poised to Shatter a Barrier"
609,4/23/2021,"Penelope Laingen, 89, Dies; Her Yellow Ribbon Rallied Americans","Penelope Laingen, Whose Ribbon Tied a Nation Together, Dies at 89"
610,5/25/2021,Pentagon Accelerates Withdrawal From Afghanistan,Pentagon Speeds Afghanistan Exit  Despite Worries
611,9/17/2021,Pentagon acknowledges Aug. 29 drone strike in Afghanistan was a tragic mistake that killed 10 civilians.,"Drone Attack Was a Mistake, Pentagon Says"
612,1/29/2021,Pentagon Begins Independent Inquiry Into Special Ops and War Crimes,Pentagon To Review  Elite Units On Missions
613,11/27/2020,Pentagon Chief Visits Somalia Ahead of Expected Troop Cuts,"Ahead of Expected Cuts In Troops, Pentagon Chief Makes a Visit to Somalia"
