doc_id,date,text
686,8/31/2021,Stranded in Kabul: A U.S. Resident Runs Out of Options
687,11/7/2020,"String of Attacks Have People in Kabul Pointing a Finger, at the Government"
688,11/9/2020,Strong Turnout in Myanmar Shows Voters’ Support for Nascent Democracy
689,9/16/2021,Struggle for Control of Afghanistan Comes to K Street
690,9/18/2021,Submarine Deal Gives Post-Brexit Britain Its Moment on the Global Stage
691,12/5/2020,"Suhaila Siddiq, Afghanistan’s First Female General, Is Dead"
692,8/26/2021,"Suicide Bombers in Kabul Kill Dozens, Including 13 U.S. Troops"
693,6/7/2021,Supreme Court Won’t Hear Case on Limiting Military Draft to Men
694,6/30/2020,Suspicions of Russian Bounties Were Bolstered by Data on Financial Transfers
695,10/26/2020,"Swing-District Democrats, Defying Predictions, Poised to Help Keep House"
696,8/11/2021,Taliban Advances in Afghanistan Could Bring Political Peril for Biden
697,2/29/2020,Taliban and U.S. Strike Deal to Withdraw American Troops From Afghanistan
698,7/28/2020,"Taliban Announce Brief Cease-Fire, as Afghan Peace Talks Look Imminent"
699,9/7/2021,Taliban Appoint Stalwarts to Top Government Posts
700,7/7/2021,"Taliban Attack a Provincial Capital in Afghanistan’s North, Freeing Prisoners"
701,3/28/2020,Taliban Attack Afghanistan Amid Growing Coronavirus Threat
702,8/14/2021,Taliban Capture Strategic Cities as Biden Speeds Troop Deployment to Afghanistan
703,9/6/2021,"Taliban Claim Control Over Panjshir Valley, but Resistance Vows to Fight On"
704,8/4/2021,Taliban Claim Responsibility for Major Attack in Afghan Capital
705,9/21/2021,"Taliban Complete Interim Government, Still Without Women"
706,7/9/2021,Taliban Enter Kandahar City and Seize Border Posts
707,6/20/2021,Taliban Enter Key Cities in Afghanistan’s North After Swift Offensive
708,7/27/2020,"Taliban Executes Female Prison Guard, and U.N. Raises Concern Over Afghan Violence"
709,9/4/2021,Taliban Fighters Crush a Women’s Protest Amid Flickers of Resistance
710,3/20/2020,"Taliban Kill 24 Afghan Troops, With Inside Help"
711,8/10/2021,"Taliban Overrun 3 More Provincial Capitals, Increasing Pressure on Kabul"
712,8/17/2021,"Taliban Promise Peace, but Doubt and Fear Persist"
713,8/19/2021,"Taliban Quash Protests and Seize Enemies, Tightening Grip on Afghanistan"
714,4/24/2020,Taliban Ramp Up Attacks Even as Coronavirus Spreads in Afghanistan
715,3/4/2020,Taliban Ramp Up Attacks on Afghans After Trump Says ‘No Violence’
716,8/23/2021,Taliban Reject Extended Deadline as U.S. Races to Finish Evacuation
717,8/6/2021,Taliban Seize Afghan Provincial Capital Just Weeks Before Final U.S. Withdrawal
718,9/17/2021,Taliban Seize Women’s Ministry Building for Use by Religious Police
719,7/13/2020,"Taliban Stage a Major Attack, as Violence Intensifies in Northern Afghanistan"
720,8/14/2021,Taliban Sweep in Afghanistan Follows Years of U.S. Miscalculations
721,8/7/2021,Taliban Take Second Afghan City in Two Days
722,8/15/2021,Taliban Takeover Could Extinguish U.S. Influence in Kabul
723,7/6/2021,Taliban Try to Polish Their Image as They Push for Victory
724,8/30/2020,"Taliban Violated Afghan Deal With Shelling of American Bases, U.S. Officials Say"
725,7/7/2021,Tammy Duckworth on Her Fight to Shield Veterans From Deportation
726,8/14/2021,Tap Dancing With Trump: Lindsey Graham’s Quest for Relevance
727,1/2/2021,Targeted Killings Are Terrorizing Afghans. And No One Is Claiming Them.
728,3/19/2021,"Tense Talks With China Left U.S. ‘Cleareyed’ About Beijing’s Intentions, Officials Say"
729,8/13/2021,The Afghan Military Was Built Over 20 Years. How Did It Collapse So Quickly?
730,4/24/2021,The Arms Merchant in the Sights of Russia’s Elite Assassination Squad
731,7/18/2021,The Ascension of Ron Klain
732,7/19/2021,The Biden administration is sending Afghan visa applicants to an Army base in Virginia.
733,8/24/2021,The C.I.A. director visited Kabul for secret talks with the Taliban.
734,4/16/2021,The Contradiction That Doomed America’s Mission in Afghanistan
735,11/9/2020,The End of ‘America First’: How Biden Says He Will Re-engage With the World
736,8/31/2020,"The Few, the Proud, the White: The Marine Corps Balks at Promoting Generals of Color"
737,9/5/2021,"The First Afghan Rhodes Scholar Saved Her Father, and Wants to Do More"
738,6/2/2020,The Flynn Calls: His Dismissal of Russian Interference and the Kremlin’s Savvy
739,6/23/2020,"The Hajj Pilgrimage Is Canceled, and Grief Rocks the Muslim World"
740,4/5/2021,"The Iran Nuclear Talks, Explained"
741,1/3/2021,The Julian Assange Extradition Case: What You Need to Know
742,6/21/2020,The Lapses That Let a Saudi Extremist Shoot Up a U.S. Navy Base
743,8/25/2021,The Latest G.O.P. Schism: How to Handle Afghan Evacuees
744,9/12/2021,The Legacy of America’s Post-9/11 Turn to Torture
745,8/31/2021,The New U.S. Challenge in Afghanistan: Coping With Taliban Rule
746,2/11/2021,The Newest Diplomatic Currency: Covid-19 Vaccines
747,3/8/2021,The Officers Danced at a Black Lives Matter Rally. Then They Stormed the Capitol.
748,3/27/2021,"The Original 20 Guantánamo Detainees: A Roster, and Where They Are Now"
749,9/11/2021,The Photographs of 9/11
750,8/8/2021,The Propaganda War Intensifies in Afghanistan as the Taliban Gain Ground
751,8/26/2021,The Real Winner of the Afghan War? It’s Not Who You Think.
752,7/3/2021,The Relics of America’s War in Afghanistan
753,6/9/2021,"The Secrets and Lies of the Vietnam War, Exposed in One Epic Document"
754,9/17/2021,The Sharp U.S. Pivot to Asia Is Throwing Europe Off Balance
755,8/17/2021,The Taliban Are Back. Now Will They Restrain or Support Al Qaeda?
756,8/31/2021,"The Taliban Celebrate Victory, With a Crisis Looming"
757,2/15/2021,"The Taliban Close In on Afghan Cities, Pushing the Country to the Brink"
758,8/16/2021,The Taliban takeover of Afghanistan could extinguish U.S. influence in Kabul.
759,3/30/2021,"The Taliban Think They Have Already Won, Peace Deal or Not"
760,8/18/2021,The Taliban’s Leaders: Worldly and ‘Inclusive’ or Ruthless Ideologues?
761,4/22/2021,"The U.S. War in Afghanistan: How It Started, and How It Ended"
762,7/21/2020,"The Virus Found a Crowded Houston Neighborhood, Sparing One Nearby"
763,1/30/2021,The West’s Patience With Uganda’s Strongman Wanes After a Bloody Election
764,12/1/2020,"The World in a Vise: Sounding the Alarm on China, Then Running for Shelter"
765,7/29/2021,"These Herders Lived in Peaceful Isolation. Now, War Has Found Them."
766,2/21/2021,"They Built Libraries to Honor Loved Ones, Women Felled by Bombings"
767,3/27/2021,They Were Guantánamo’s First Detainees. Here’s Where They Are Now.
768,3/5/2021,"They Were Journalists, and Women, and Targeted for Both"
769,8/23/2021,They Were Protectors in Afghanistan. Now They Need Help.
770,7/11/2021,Third Man With U.S. Ties Has Been Arrested in Haiti Assassination
771,5/11/2020,This Afghan General Fought the Taliban for Years. Now He Has Joined Them.
772,10/16/2020,This Ex-Taliban Commander Is Now the Face of Afghan Security
773,9/15/2021,This Is Life in Rural Afghanistan After the Taliban Takeover
774,5/29/2021,Thomas Sullivan Dies at 91; Investigated Corruption in Chicago’s Courts
775,9/16/2021,Thousands of Afghans on American military bases await resettlement.
776,9/17/2021,Thousands of Migrants Huddle in Squalid Conditions Under Texas Bridge
777,8/16/2021,Thousands Who Helped the U.S. in Afghanistan Are Trapped. What Happens Next?
778,9/4/2021,Threats and Fear Cause Afghan Women’s Protections to Vanish Overnight
779,8/31/2021,Three Guantánamo Detainees Charged in 2002 Bali Bombing
780,7/14/2020,"Three Marines, Now Focus of Russian Bounties Investigation, Show the Costs of an Endless War"
781,3/2/2021,Three Women Working for a News Outlet Are Gunned Down in Afghanistan
782,3/30/2021,Three Women Working to Vaccinate Children Are Shot Dead in Afghanistan
783,9/10/2021,"Times Investigation: In U.S. Drone Strike, Evidence Suggests No ISIS Bomb"
784,3/25/2021,"Timing Is Everything, Biden Says, and ‘Politics Is the Art of the Possible’"
785,8/18/2021,"To China, Afghan Fall Proves U.S. Hubris. It Also Brings New Dangers."
786,12/10/2020,"To Deter Iranian Attacks on U.S. Troops, Pentagon Orders B-52 Flights to Middle East"
787,9/15/2020,"To Get to Afghan Talks, Lots of Last-Minute Deals — and Nose Swabs"
788,8/20/2021,"To protect users, Facebook says it’s hiding friends lists on accounts in Afghanistan."
789,4/17/2020,"To Save Afghan Peace Deal, U.S. May Scale Back C.I.A. Presence"
790,10/12/2020,Top General Declines to Endorse Trump’s Afghan Withdrawal Timeline
791,8/20/2020,Top Republican National Security Officials Say They Will Vote for Biden
792,7/12/2021,Top U.S. General Steps Down in Afghanistan
793,8/31/2021,Transcript of Biden’s Speech on the U.S. Withdrawal From Afghanistan
794,2/9/2021,"Trifecta of Roles for Leahy: Witness, Juror and Judge in Trump’s Trial"
795,1/8/2021,"Trump Administration Politicized Some Intelligence on Foreign Election Influence, Report Finds"
796,6/16/2020,Trump Administration Sues to Try to Delay Publication of Bolton’s Book
797,6/4/2020,Trump and the Military: A Mutual Embrace Might Dissolve on America’s Streets
798,1/14/2021,Trump Appointee to Temporarily Lead Pentagon; Retired Admiral Will Be Spokesman
799,4/1/2020,Trump Confronts a New Reality Before an Expected Wave of Disease and Death
800,9/22/2020,Trump Demands U.N. Hold China to Account for Coronavirus Pandemic
801,9/4/2020,Trump Faces Uproar Over Reported Remarks Disparaging Fallen Soldiers
802,11/9/2020,"Trump Fires Mark Esper, Defense Secretary Who Opposed Use of Troops on U.S. Streets"
803,6/29/2020,"Trump Got Written Briefing in February on Possible Russian Bounties, Officials Say"
804,11/16/2020,"Trump Is Said to Be Preparing to Withdraw Troops From Afghanistan, Iraq and Somalia"
805,10/9/2020,Trump Lashes Out at His Cabinet With Calls to Indict Political Rivals
806,6/13/2020,Trump Made Inaccurate Claims About the Military During His West Point Speech
807,12/4/2020,Trump Orders All American Troops Out of Somalia
808,11/13/2020,Trump Pentagon Purge Could Accelerate His Goal to Pull Troops From Afghanistan
809,6/11/2020,Trump Rejects Renaming Military Bases Named After Confederate Generals
810,7/29/2020,Trump Says He Did Not Ask Putin About Suspected Bounties to Kill U.S. Troops
811,9/4/2020,Trump Says He Will Reverse Pentagon Plan to Close Newspaper That Informs and Speaks for Troops
812,3/3/2020,Trump Speaks With a Taliban Leader
813,11/12/2020,Trump Stacks the Pentagon and Intel Agencies With Loyalists. To What End?
814,7/31/2020,"Trump Still Defers to Putin, Even as He Dismisses U.S. Intelligence and the Allies"
815,10/8/2020,Trump Suggests Gold Star Families May Be to Blame for His Infection
816,5/22/2020,Trump Takes Aim at a Watergate Reform: The Independent Inspector General
817,5/24/2020,"Trump Tweets and Golfs, but Makes No Mention of Virus’s Toll"
818,11/21/2020,Trump Using Last Days to Lock In Policies and Make Biden’s Task More Difficult
819,8/11/2020,Trump v. Putin: A Vaccine Manhood Contest
820,5/26/2020,Trump Wants Troops in Afghanistan Home by Election Day. The Pentagon Is Drawing Up Plans.
821,3/26/2020,Trump’s ‘Disaster Diplomacy’ Has So Far Had Few Results
822,10/11/2020,Trump’s Campaign Talk of Troop Withdrawals Doesn’t Match Military Reality
823,8/19/2021,Trump’s Deal With the Taliban Draws Fire From His Former Allies
824,5/20/2020,Trump’s Dilemma: Reject DeVos Debt Forgiveness Rollback or Anger Veterans
825,4/7/2020,Trump’s Inspector General Has Expressed Dim Views of Congressional Oversight
826,7/1/2020,Trump’s New Russia Problem: Unread Intelligence and Missing Strategy
827,10/18/2020,Trump’s Sanctions on International Court May Do Little Beyond Alienating Allies
828,5/1/2021,Trump’s Secret Rules for Drone Strikes Outside War Zones Are Disclosed
829,10/15/2020,Trump’s Tweets on Troop Withdrawals Unnerve Pentagon
830,6/18/2021,Two More Guantánamo Detainees Are Cleared for Transfer to Other Nations
831,9/15/2021,U.K. Cabinet Reshuffle a Blow to Boris Johnson’s Global Ambitions
832,1/4/2021,"U.K. Judge Blocks Assange’s Extradition to U.S., Citing Mental Health"
833,8/3/2021,U.S. Airstrikes in Afghanistan Could Be a Sign of What Comes Next
834,3/2/2020,U.S. Announces Troop Withdrawal in Afghanistan as Respite From Violence Ends
835,6/30/2020,"U.S. Calls for Indefinite Arms Embargo of Iran, but Finds No Takers"
836,9/5/2021,U.S. Citizens and Afghans Wait for Evacuation Flights From Country’s North
837,9/24/2020,U.S. Commandos Use Secretive Missiles to Kill Qaeda Leaders in Syria
838,8/29/2021,U.S. Conducts Drone Strike in Kabul and Winds Down Airlift as Deadline Nears
839,8/11/2020,U.S. Contractor Knew of Explosive Material in Beirut Since at Least 2016
840,5/10/2021,U.S. Defends Detention of Afghan at Guantánamo Despite Pullout
841,3/21/2021,U.S. Defense Secretary Makes Secret Visit to Afghanistan
842,10/19/2020,U.S. Diplomats and Spies Battle Trump Administration Over Suspected Attacks
843,9/10/2021,U.S. Forces Were Training the Guinean Soldiers Who Took Off to Stage a Coup
844,7/25/2021,U.S. General Won’t Commit to Ending Airstrikes on Taliban
845,3/14/2021,"U.S. Has 1,000 More Troops in Afghanistan Than It Disclosed"
846,12/2/2020,U.S. Hopes a Small Step in Easing a Mideast Rivalry Could Further Rattle Iran’s Economy
847,8/12/2021,"U.S. Is Sending 3,000 Troops Back to Afghanistan to Begin Evacuations"
848,8/27/2021,U.S. Launches Strike on ISIS-K as Bombing’s Death Toll Soars
849,12/8/2020,U.S. Leaves Behind Afghan Bases — and a Legacy of Land Disputes
850,7/2/2021,"U.S. Leaves Its Last Afghan Base, Effectively Ending Operations"
851,4/4/2021,U.S. Looks to Build on Secret Portions of Taliban Deal to Reduce Violence
852,4/25/2021,U.S. Military Begins Final Withdrawal From Afghanistan
853,4/18/2020,U.S. Military Cutting Medevac Flights for Troops in West Africa
854,5/7/2020,"U.S. Military Killed 132 Civilians in Wars Last Year, Pentagon Says"
855,3/7/2021,U.S. Pushes U.N.-Led Peace Conference in Letter to Afghan Leader
856,9/19/2020,U.S. Reimposes U.N. Sanctions on Iran Over Objections of World Powers
857,8/26/2021,"U.S. Says 1,500 Americans Remain in Afghanistan as Evacuation Enters Final Days"
858,7/13/2020,U.S. Says Most of China’s Claims in South China Sea Are Illegal
859,10/8/2020,"U.S. Seeks to Draw Down Its Troops in Afghanistan to 2,500 by Early 2021"
860,9/18/2020,U.S. Sending More Troops to Syria to Counter the Russians
861,2/3/2021,"U.S. Should Slow Withdrawal From Afghanistan, Bipartisan Panel Urges"
862,7/23/2021,U.S. Strikes Taliban Targets in a Show of Force in Afghanistan
863,12/9/2020,U.S. Takes Tougher Tone With Turkey as Trump Exits
864,7/24/2021,"U.S. to Announce Troop Drawdown From Iraq, but Little Is Expected to Change"
865,9/20/2021,"U.S. to Lift Pandemic Travel Restrictions, Easing Tension With Europe"
866,6/24/2021,U.S. to Move Afghans Who Aided Troops Outside the Country
867,6/11/2020,U.S. to Penalize War Crimes Investigators Looking Into American Troops
868,9/9/2020,"U.S. to Reduce Troop Levels in Iraq to 3,000"
869,11/18/2020,"U.S. Troops Are Packing Up, Ready or Not"
870,9/20/2021,"U.S. Troops Are Still Deploying to Iraq, Even as Afghan War Ends"
871,11/12/2020,"U.S. Troops Are Still Leaving, but Afghans Hope Biden Will Help"
872,5/15/2020,U.S. Urges Afghanistan to Stay the Course With Peace Deal as Violence Resurges
873,6/24/2020,U.S. Used Missile With Long Blades to Kill Qaeda Leader in Syria
874,8/16/2021,"U.S. Veterans View Afghan Collapse With Anguish, Rage and Relief"
875,8/30/2021,U.S. War in Afghanistan Ends as Final Evacuation Flights Depart
876,6/9/2021,U.S. Weighs Possibility of Airstrikes if Afghan Forces Face Crisis
877,7/29/2020,"U.S. Will Cut 12,000 Forces in Germany"
878,9/3/2021,U.S. Wrestles With Taliban Sanctions as Afghan Crisis Looms
879,9/1/2020,U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide
880,9/1/2020,U.S.-Russia Military Tensions Intensify in the Air and on the Ground Worldwide
881,1/16/2021,Uganda’s Leader of 35 Years Is Re-elected Amid Accusations of Vote-Rigging
882,8/31/2021,"Ukraine’s Leader, Meeting Biden, Seeks Security Assurances After Afghan Pullout"
883,8/24/2021,"Under Taliban Rule, Life in Kabul Transforms Once Again"
884,7/6/2021,Unlikely Coalition of Veterans Backs Biden on Ending Afghan War
885,6/15/2021,Unvaccinated in Pakistan? You might lose your cellphone service.
886,9/11/2020,Veterans Fortify the Ranks of Militias Aligned With Trump’s Views
887,9/7/2021,Veterans Struggle With Issues That Are Often Invisible to Others
888,8/21/2021,Vietnam War Victims Wanted Justice. They Were Given ‘30 Bags of Rice.’
889,3/7/2020,Vigilantes in Greece Say ‘No More’ to Migrants
890,3/7/2020,Vigilantes in Greece Say ‘No More’ to Migrants
891,3/5/2020,Violence in India Threatens Its Global Ambitions
892,1/29/2021,Violence May Delay U.S. Troop Withdrawal From Afghanistan
893,10/8/2020,Virus Takes Center Stage as Pence and Harris Skirmish in Debate
894,7/11/2021,Voters Chose Boring Over Bombast. They Got Biden’s Penchant for Pontificating.
895,5/2/2020,"Votes, Deployment and Now Parenthood in the Middle of a Pandemic"
896,3/31/2020,"Waiving Rent and Making Masks, Afghans Meet Coronavirus With Kindness"
897,4/20/2021,"Walter Mondale, Ex-Vice President and Champion of Liberal Politics, Dies at 93"
898,11/15/2020,Want a Preview of President Biden? Look to the Campaign Trail
899,9/14/2020,War Crime Risk Grows for U.S. Over Saudi Strikes in Yemen
900,4/21/2021,"War, Peace and Taliban Spreadsheets"
901,1/21/2021,Washington Breathes an Uneasy Sigh of Relief
902,6/9/2021,Washington’s Daily Secret Machine
903,7/13/2021,"Weighing Haiti Intervention, U.S. Again Faces a Torturous Dilemma"
904,12/27/2020,Welcoming a New Year at an Ancient Festival in Pakistan
905,9/12/2021,"West Virginia, once a vaccination pacesetter, is struggling against the Delta variant."
906,1/13/2021,What Polls Say About Trump’s Impeachment and Possible Removal
907,1/1/2021,What to Know About the Afghan Peace Talks
908,8/30/2021,What Voters in a California Swing District Say About Afghanistan
909,8/28/2021,What we know about the 13 U.S. service members killed in the Kabul attack.
910,4/21/2020,What Will Our New Normal Feel Like? Hints Are Beginning to Emerge
911,10/16/2020,When Armed Vigilantes Are Summoned With a Few Keystrokes
912,2/23/2021,"Where a Vaccination Campaign Faces Skepticism, War and Corruption"
913,11/22/2020,"Where the Pomegranate Harvest Is Life, the Taliban Brought Ruin"
914,7/1/2020,"White House Dismisses Reports of Bounties, but Is Silent on Russia"
915,3/13/2020,White House Pushes to Recover Americans Held Overseas
916,4/15/2021,"White House Warns Russia on Bounties, but Stops Short of Sanctions"
917,8/17/2021,"Who Are the Taliban, and What Do They Want?"
918,9/7/2021,Who Are the Taliban’s New Government Leaders? Here’s What We Know
919,7/10/2021,Who Paid for That Mansion? A Senator or the Haitian People?
920,11/11/2020,Who Will Fill Biden’s Cabinet?
921,3/1/2020,Why Afghanistan Became an Invisible War
922,7/27/2021,Why Are India and the U.S. Sparring Over a $110 Million Mumbai Mansion?
923,2/13/2021,Why Biden’s Pick for Iran Envoy Is ‘a Proxy for Everything’
924,8/18/2021,Why Europe’s Leaders Say They Won’t Welcome More Afghan Refugees
925,7/8/2021,Why Haiti Still Despairs After $13 Billion in Foreign Aid
926,4/13/2021,Will Afghanistan Become a Terrorism Safe Haven Once Again?
927,1/20/2021,Will Biden Be an Activist President on the World Stage?
928,9/8/2020,Will Doug Emhoff’s Legal Career Be an Issue for the Biden-Harris Ticket?
929,9/1/2021,Will the World Formally Recognize the Taliban?
930,8/19/2021,"With Afghan Collapse, Moscow Takes Charge in Central Asia"
931,4/13/2021,"With Afghan Decision, Biden Seeks to Focus U.S. on New Challenges"
932,9/1/2021,"With Afghan Retreat, Biden Bucks Foreign Policy Elite"
933,8/23/2020,"With Delay in Afghan Peace Talks, a Creeping Sense of ‘Siege’ Around Kabul"
934,6/17/2021,"With Putin, Biden Tries to Forge a Bond of Self-Interest, Not Souls"
935,1/10/2021,"With Trump Presidency Winding Down, Push for Assange Pardon Ramps Up"
936,1/8/2021,Woman Killed in Capitol Embraced Trump and QAnon
